step,kinetic_energy,p_norm,L_norm,dp_abs,dL_abs,dp_rel,dL_rel,active_total,force_evals,dt_min_effective,dt_max_effective,t,PE,E,dE_rel,Q_virial,r_hm
0,1.4726215563702156,3.2841557608924704e-16,0.0071623150518959405,0.0,0.0,0.0,0.0,,,,,,,,,,
1,1.4163827735667958,1.1483105203863255e-06,0.007162313234209647,1.148310520149063e-06,5.884831695830024e-09,0.9999999997933813,8.216382068074829e-07,200.0,1.0,0.025,0.025,,,,,,
2,1.5323057461274372,0.0007323844234090641,0.007197273548088131,0.000732384423409216,3.5074837040300214e-05,1.0000000000002074,0.004873350555033082,949.0,15.0,0.0015625,0.025,,,,,,
3,1.804310356253795,0.0008976071479882506,0.007186635999411982,0.0008976071479884921,2.443293702398403e-05,1.0000000000002691,0.0033997738338192108,996.0,16.0,0.00078125,0.025,,,,,,
4,1.7959211123317074,0.001511853391169985,0.0071642291015321284,0.0015118533911700899,1.5499541066068412e-05,1.0000000000000695,0.0021634625088627762,1117.0,16.0,0.0015625,0.025,,,,,,
5,1.402622638045665,0.0016488175999726374,0.007133621040000721,0.001648817599972734,2.898381283389324e-05,1.0000000000000586,0.004046710124294368,1046.0,16.0,0.0015625,0.025,,,,,,
6,1.3561409195495413,0.0017562954749632204,0.007141622845006987,0.0017562954749633277,2.0704280946640186e-05,1.000000000000061,0.002890724688403583,904.0,15.0,0.0015625,0.025,,,,,,
7,1.5661947450102343,0.0016931118501198783,0.00712173198940748,0.0016931118501198384,4.0974402414630045e-05,0.9999999999999765,0.00572083217754903,965.0,16.0,0.0015625,0.025,,,,,,
8,1.6578120988841407,0.0016593476923951514,0.007134495109541506,0.0016593476923952074,3.339602450403531e-05,1.0000000000000338,0.004662741622234983,1054.0,18.0,0.00078125,0.025,,,,,,
9,1.5994641355550252,0.002243035133890982,0.0071265285993550535,0.0022430351338909578,4.16428109095237e-05,0.9999999999999891,0.005814155145060312,988.0,16.0,0.00078125,0.025,,,,,,
10,1.7113986338577065,0.0016959853208549766,0.007132222517843328,0.0016959853208548487,3.4412827225256755e-05,0.9999999999999246,0.004804707273543813,975.0,17.0,0.00078125,0.025,0.25,-5.71151136770199,-4.000112733844284,0.0,0.2996402394531664,0.05190966306641456
11,1.7890040919528007,0.0021343405851613462,0.007128450907510636,0.0021343405851611723,3.5477793760181294e-05,0.9999999999999185,0.004953397540197558,1025.0,19.0,0.00078125,0.025,,,,,,
12,1.644572358364001,0.003111903079669374,0.007105237465870056,0.0031119030796691468,5.817737944589126e-05,0.999999999999927,0.008122705999995225,1043.0,19.0,0.000390625,0.025,,,,,,
13,1.4918958984746196,0.002245770750143369,0.00709956206030641,0.0022457707501430924,6.730231029325798e-05,0.9999999999998768,0.00939672575216338,986.0,19.0,0.00078125,0.025,,,,,,
14,1.410385794590042,0.002445982201559626,0.007086647623857575,0.0024459822015593193,8.009806064662733e-05,0.9999999999998747,0.011183264079597355,972.0,19.0,0.00078125,0.025,,,,,,
