step,kinetic_energy,p_norm,L_norm,dp_abs,dL_abs,dp_rel,dL_rel,active_total,force_evals,dt_min_effective,dt_max_effective,t,PE,E,dE_rel,Q_virial,r_hm
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
1,0.00022900165329722683,7.234478575351529e-08,7.858404037475738e-08,7.234478575351529e-08,7.858404037475738e-08,1.0,1.0,,,,,,,,,,
2,0.0009175733704700083,1.4933332956029232e-07,1.5215407036174502e-07,1.4933332956029232e-07,1.5215407036174502e-07,1.0,1.0,,,,,,,,,,
3,0.0020704431571789282,2.238986546822411e-07,2.2590104840337032e-07,2.238986546822411e-07,2.2590104840337032e-07,1.0,1.0,,,,,,,,,,
4,0.003695584402775124,2.9642329710330784e-07,3.0506914857989135e-07,2.9642329710330784e-07,3.0506914857989135e-07,1.0,1.0,,,,,,,,,,
5,0.005804356796848242,3.723719910111727e-07,3.80570230911577e-07,3.723719910111727e-07,3.80570230911577e-07,1.0,1.0,,,,,,,,,,
6,0.008411701902371614,4.4972118539292476e-07,4.488288495871536e-07,4.4972118539292476e-07,4.488288495871536e-07,1.0,1.0,,,,,,,,,,
7,0.011536397891938412,5.264625821921591e-07,4.870029316777342e-07,5.264625821921591e-07,4.870029316777342e-07,1.0,1.0,,,,,,,,,,
8,0.015201372059634921,5.989987686790437e-07,4.948324425237812e-07,5.989987686790437e-07,4.948324425237812e-07,1.0,1.0,,,,,,,,,,
9,0.01943406430215633,6.704560763279138e-07,4.846129887300964e-07,6.704560763279138e-07,4.846129887300964e-07,1.0,1.0,,,,,,,,,,
10,0.024266836107691668,7.576496040720878e-07,4.620527528980712e-07,7.576496040720878e-07,4.620527528980712e-07,1.0,1.0,,,,,0.25,-0.6392697346005319,-0.6150028984928403,0.0,0.037960245564973565,0.7855381957975622
11,0.02973745520545868,8.55403619688528e-07,4.5331253779274514e-07,8.55403619688528e-07,4.5331253779274514e-07,1.0,1.0,,,,,,,,,,
12,0.035889683979793745,9.439600322872568e-07,4.790861516519429e-07,9.439600322872568e-07,4.790861516519429e-07,1.0,1.0,,,,,,,,,,
13,0.04277409567860605,1.0045613210951534e-06,5.109082337039279e-07,1.0045613210951534e-06,5.109082337039279e-07,1.0,1.0,,,,,,,,,,
14,0.05044929073806008,1.0408705420143093e-06,5.22588968443004e-07,1.0408705420143093e-06,5.22588968443004e-07,1.0,1.0,,,,,,,,,,
15,0.058983545847386604,1.0792463628989798e-06,5.365452232592784e-07,1.0792463628989798e-06,5.365452232592784e-07,1.0,1.0,,,,,,,,,,
16,0.06845677015900392,1.1308247992224536e-06,5.650186698192606e-07,1.1308247992224536e-06,5.650186698192606e-07,1.0,1.0,,,,,,,,,,
17,0.07896310729024765,1.165213895265484e-06,5.991208247818171e-07,1.165213895265484e-06,5.991208247818171e-07,1.0,1.0,,,,,,,,,,
18,0.09061519202729292,1.2081501385697098e-06,6.284817057394593e-07,1.2081501385697098e-06,6.284817057394593e-07,1.0,1.0,,,,,,,,,,
19,0.10354970551064631,1.271872760659274e-06,6.585527108245292e-07,1.271872760659274e-06,6.585527108245292e-07,1.0,1.0,,,,,,,,,,
20,0.11793277058781804,1.3426864500842468e-06,6.956696804191559e-07,1.3426864500842468e-06,6.956696804191559e-07,1.0,1.0,,,,,0.5,-0.7328730506517214,-0.6149402800639033,0.00010181810376896099,0.16091841620174743,0.709023321318869
21,0.13396397143875263,1.429773169269764e-06,7.409587139939284e-07,1.429773169269764e-06,7.409587139939284e-07,1.0,1.0,,,,,,,,,,
22,0.15186505947623158,1.5377559929571959e-06,7.988491501328621e-07,1.5377559929571959e-06,7.988491501328621e-07,1.0,1.0,,,,,,,,,,
23,0.17183924119479435,1.6890845006724166e-06,8.992769702324777e-07,1.6890845006724166e-06,8.992769702324777e-07,1.0,1.0,,,,,,,,,,
24,0.19404030855900506,1.8440851856716615e-06,1.0408114202132357e-06,1.8440851856716615e-06,1.0408114202132357e-06,1.0,1.0,,,,,,,,,,
