step,kinetic_energy,p_norm,L_norm,dp_abs,dL_abs,dp_rel,dL_rel,active_total,force_evals,dt_min_effective,dt_max_effective,t,PE,E,dE_rel,Q_virial,r_hm
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
1,0.0005317175699432416,9.71146774167192e-08,5.9167100282411546e-08,9.71146774167192e-08,5.9167100282411546e-08,1.0,1.0,1708.0,16.0,0.0015625,0.00625,,,,,,
2,0.0021393699500931018,1.7928510251752403e-07,1.2303277550152486e-07,1.7928510251752403e-07,1.2303277550152486e-07,1.0,1.0,1708.0,16.0,0.0015625,0.00625,,,,,,
3,0.004860517610056629,2.510306048940751e-07,1.8629114307307734e-07,2.510306048940751e-07,1.8629114307307734e-07,1.0,1.0,1708.0,16.0,0.0015625,0.00625,,,,,,
4,0.008756276170165273,2.9474730320211066e-07,2.5103059156548223e-07,2.9474730320211066e-07,2.5103059156548223e-07,1.0,1.0,1717.0,16.0,0.0015625,0.00625,,,,,,
5,0.013901647134397996,2.8526082905004794e-07,3.173502506912349e-07,2.8526082905004794e-07,3.173502506912349e-07,1.0,1.0,1737.0,16.0,0.0015625,0.00625,,,,,,
6,0.02036067509569956,6.542466793550355e-07,4.555485612974881e-07,6.542466793550355e-07,4.555485612974881e-07,1.0,1.0,1770.0,16.0,0.0015625,0.00625,,,,,,
7,0.02819043461353529,7.145174264880583e-07,5.423140391021058e-07,7.145174264880583e-07,5.423140391021058e-07,1.0,1.0,1792.0,16.0,0.0015625,0.00625,,,,,,
8,0.03754283721960379,1.0730077220932443e-06,6.162670284179278e-07,1.0730077220932443e-06,6.162670284179278e-07,1.0,1.0,1814.0,16.0,0.0015625,0.00625,,,,,,
9,0.048661366543735055,1.4680900001906941e-06,7.908504954097804e-07,1.4680900001906941e-06,7.908504954097804e-07,1.0,1.0,1839.0,16.0,0.0015625,0.00625,,,,,,
10,0.06165428466468927,1.5483919012266396e-06,7.820654496387603e-07,1.5483919012266396e-06,7.820654496387603e-07,1.0,1.0,1881.0,16.0,0.0015625,0.00625,0.25,-0.7678564159975033,-0.7062021313328141,0.0,0.08029402812841736,0.6838401918063215
11,0.07642295106475526,1.3318543099990964e-06,3.9350411964970914e-07,1.3318543099990964e-06,3.9350411964970914e-07,1.0,1.0,1933.0,16.0,0.0015625,0.00625,,,,,,
