step,kinetic_energy,p_norm,L_norm,dp_abs,dL_abs,dp_rel,dL_rel,active_total,force_evals,dt_min_effective,dt_max_effective,t,PE,E,dE_rel,Q_virial,r_hm
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
1,0.00022900165329722664,7.234478575498943e-08,7.858404037425302e-08,7.234478575498943e-08,7.858404037425302e-08,1.0,1.0,1000.0,1.0,0.025,0.025,,,,,,
2,0.0009175733704700069,1.4933332955913792e-07,1.5215407036114212e-07,1.4933332955913792e-07,1.5215407036114212e-07,1.0,1.0,1000.0,1.0,0.025,0.025,,,,,,
3,0.0020704431571789287,2.238986546833525e-07,2.2590104840136216e-07,2.238986546833525e-07,2.2590104840136216e-07,1.0,1.0,1000.0,1.0,0.025,0.025,,,,,,
4,0.0036955844027751275,2.9642329710301345e-07,3.0506914857344644e-07,2.9642329710301345e-07,3.0506914857344644e-07,1.0,1.0,1000.0,1.0,0.025,0.025,,,,,,
5,0.005804356796848246,3.7237199101764096e-07,3.805702309061415e-07,3.7237199101764096e-07,3.805702309061415e-07,1.0,1.0,1000.0,1.0,0.025,0.025,,,,,,
6,0.008411701902371619,4.4972118539412686e-07,4.4882884958255425e-07,4.4972118539412686e-07,4.4882884958255425e-07,1.0,1.0,1000.0,1.0,0.025,0.025,,,,,,
7,0.011536397891938426,5.264625821840402e-07,4.870029316725846e-07,5.264625821840402e-07,4.870029316725846e-07,1.0,1.0,1000.0,1.0,0.025,0.025,,,,,,
8,0.015201372059634947,5.989987686783936e-07,4.948324425212082e-07,5.989987686783936e-07,4.948324425212082e-07,1.0,1.0,1000.0,1.0,0.025,0.025,,,,,,
9,0.01943406430215632,6.704560763220879e-07,4.846129887253504e-07,6.704560763220879e-07,4.846129887253504e-07,1.0,1.0,1000.0,1.0,0.025,0.025,,,,,,
10,0.024266836107691685,7.576496040760181e-07,4.620527528921214e-07,7.576496040760181e-07,4.620527528921214e-07,1.0,1.0,1000.0,1.0,0.025,0.025,0.25,-0.6392697346005318,-0.6150028984928402,0.0,0.03796024556497359,0.7855381957975591
11,0.029737455205458743,8.554036197038679e-07,4.533125377960382e-07,8.554036197038679e-07,4.533125377960382e-07,1.0,1.0,1000.0,1.0,0.025,0.025,,,,,,
12,0.035889683979793814,9.439600322881811e-07,4.79086151655261e-07,9.439600322881811e-07,4.79086151655261e-07,1.0,1.0,1000.0,1.0,0.025,0.025,,,,,,
13,0.042774095678606065,1.0045613210863665e-06,5.109082336820549e-07,1.0045613210863665e-06,5.109082336820549e-07,1.0,1.0,1000.0,1.0,0.025,0.025,,,,,,
14,0.05044930102966184,1.0690319825192435e-06,5.266646397664127e-07,1.0690319825192435e-06,5.266646397664127e-07,1.0,1.0,1001.0,2.0,0.0125,0.025,,,,,,
15,0.058983568789763526,1.0489183945170772e-06,5.557761400187603e-07,1.0489183945170772e-06,5.557761400187603e-07,1.0,1.0,1006.0,4.0,0.00625,0.025,,,,,,
16,0.0684568162118867,1.096143320510725e-06,5.728905863547466e-07,1.096143320510725e-06,5.728905863547466e-07,1.0,1.0,1003.0,2.0,0.0125,0.025,,,,,,
17,0.07896299906274418,1.0450655956695804e-06,7.422653149916791e-07,1.0450655956695804e-06,7.422653149916791e-07,1.0,1.0,1004.0,2.0,0.0125,0.025,,,,,,
18,0.09061503087590256,1.4893270859676466e-06,1.3651472578108111e-06,1.4893270859676466e-06,1.3651472578108111e-06,1.0,1.0,1004.0,2.0,0.0125,0.025,,,,,,
19,0.10354972280455721,1.5551164308688407e-06,1.3281329250489023e-06,1.5551164308688407e-06,1.3281329250489023e-06,1.0,1.0,1004.0,2.0,0.0125,0.025,,,,,,
20,0.11793302659504454,1.483505903075592e-06,1.3321511789739041e-06,1.483505903075592e-06,1.3321511789739041e-06,1.0,1.0,1006.0,2.0,0.0125,0.025,0.5,-0.7328735216390555,-0.6149404950440109,0.00010146854426567666,0.160918662105966,0.7090232758837302
21,0.1339645124240802,2.0034237332305265e-06,1.6422810446064732e-06,2.0034237332305265e-06,1.6422810446064732e-06,1.0,1.0,1013.0,4.0,0.00625,0.025,,,,,,
22,0.1518646972254563,2.442953039090554e-06,3.5508338298535523e-06,2.442953039090554e-06,3.5508338298535523e-06,1.0,1.0,1010.0,2.0,0.0125,0.025,,,,,,
23,0.17183965294178644,3.0942505788786208e-06,4.2986568105563844e-06,3.0942505788786208e-06,4.2986568105563844e-06,1.0,1.0,1012.0,3.0,0.00625,0.025,,,,,,
24,0.19404198697849462,4.4622182607290895e-06,5.784456032690182e-06,4.4622182607290895e-06,5.784456032690182e-06,1.0,1.0,1014.0,2.0,0.0125,0.025,,,,,,
25,0.21862140085888518,5.576483215885636e-06,7.265304048809334e-06,5.576483215885636e-06,7.265304048809334e-06,1.0,1.0,1028.0,2.0,0.0125,0.025,,,,,,
26,0.24579916389809456,1.1875856286031397e-05,7.929469663600815e-06,1.1875856286031397e-05,7.929469663600815e-06,1.0,1.0,1037.0,2.0,0.0125,0.025,,,,,,
27,0.2758499817648096,1.6879160424479475e-05,1.0134776195899458e-05,1.6879160424479475e-05,1.0134776195899458e-05,1.0,1.0,1048.0,3.0,0.00625,0.025,,,,,,
28,0.30910100946285224,2.4497374443610158e-05,1.413438970683822e-05,2.4497374443610158e-05,1.413438970683822e-05,1.0,1.0,1050.0,4.0,0.00625,0.025,,,,,,
29,0.34596766811814805,2.8492906380480203e-05,1.435404645755261e-05,2.8492906380480203e-05,1.435404645755261e-05,1.0,1.0,1061.0,4.0,0.00625,0.025,,,,,,
30,0.3870653291584143,2.8057638011031633e-05,2.3943185591574844e-05,2.8057638011031633e-05,2.3943185591574844e-05,1.0,1.0,1070.0,4.0,0.00625,0.025,0.75,-1.00200362070662,-0.6149382915482058,0.00010505144738784587,0.3862913478151437,0.5720124350946871
31,0.43290033912006615,2.880394377747793e-05,2.4456984323980957e-05,2.880394377747793e-05,2.4456984323980957e-05,1.0,1.0,1068.0,4.0,0.00625,0.025,,,,,,
32,0.48370932470607897,3.4822983568662646e-05,3.4907426157265146e-05,3.4822983568662646e-05,3.4907426157265146e-05,1.0,1.0,1090.0,6.0,0.003125,0.025,,,,,,
33,0.5405703762317176,3.830884889587299e-05,5.250957842903136e-05,3.830884889587299e-05,5.250957842903136e-05,1.0,1.0,1097.0,4.0,0.00625,0.025,,,,,,
34,0.6059934861012815,4.1935879161828466e-05,7.172341563810215e-05,4.1935879161828466e-05,7.172341563810215e-05,1.0,1.0,1089.0,4.0,0.00625,0.025,,,,,,
35,0.6831400895801979,4.82907769377482e-05,8.263614891003248e-05,4.82907769377482e-05,8.263614891003248e-05,1.0,1.0,1079.0,4.0,0.00625,0.025,,,,,,
36,0.7752939334871618,5.419747430070359e-05,8.455768671523547e-05,5.419747430070359e-05,8.455768671523547e-05,1.0,1.0,1094.0,4.0,0.00625,0.025,,,,,,
37,0.88773966194902,6.746501133681866e-05,0.0001175273848097687,6.746501133681866e-05,0.0001175273848097687,1.0,1.0,1109.0,4.0,0.00625,0.025,,,,,,
38,1.0268737847071059,5.577008634185447e-05,0.00014121153775900334,5.577008634185447e-05,0.00014121153775900334,1.0,1.0,1134.0,4.0,0.00625,0.025,,,,,,
39,1.190565897021579,0.00020566217175838785,0.00022217746744802432,0.00020566217175838785,0.00022217746744802432,1.0,1.0,1177.0,5.0,0.003125,0.025,,,,,,
40,1.3493438213108035,0.00039443603236937635,0.00021674607717261135,0.00039443603236937635,0.00021674607717261135,1.0,1.0,1218.0,5.0,0.003125,0.025,1.0,-1.97407958071974,-0.6247357594089364,0.01582571552093193,0.6835306106650672,0.37759448141183166
41,1.4714690011249218,0.0008304774323013239,0.00019886072055955032,0.0008304774323013239,0.00019886072055955032,1.0,1.0,1343.0,6.0,0.003125,0.025,,,,,,
42,1.5348961562518106,0.0011205580635365502,0.00023965136825127264,0.0011205580635365502,0.00023965136825127264,1.0,1.0,1367.0,6.0,0.003125,0.025,,,,,,
43,1.5255197920291896,0.0014785182648577692,0.0004459668808821408,0.0014785182648577692,0.0004459668808821408,1.0,1.0,1404.0,6.0,0.003125,0.025,,,,,,
44,1.4618915093722034,0.001584763370275767,0.0005206775204683145,0.001584763370275767,0.0005206775204683145,1.0,1.0,1391.0,5.0,0.003125,0.025,,,,,,
45,1.3790781453794008,0.0017385325806733736,0.000576722793521107,0.0017385325806733736,0.000576722793521107,1.0,1.0,1354.0,4.0,0.00625,0.025,,,,,,
46,1.2988772789309009,0.0019649062960657646,0.0005879215831722758,0.0019649062960657646,0.0005879215831722758,1.0,1.0,1299.0,5.0,0.003125,0.025,,,,,,
47,1.2283447736431066,0.002075623249419067,0.0005850685027882767,0.002075623249419067,0.0005850685027882767,1.0,1.0,1238.0,6.0,0.003125,0.025,,,,,,
48,1.1730597617211218,0.0021695653592686045,0.0005891115726615117,0.0021695653592686045,0.0005891115726615117,1.0,1.0,1197.0,4.0,0.00625,0.025,,,,,,
49,1.1320174189826457,0.0022613923200254034,0.0006035824522544895,0.0022613923200254034,0.0006035824522544895,1.0,1.0,1168.0,4.0,0.00625,0.025,,,,,,
50,1.104766398289671,0.0022996230155577133,0.0006111467487049185,0.0022996230155577133,0.0006111467487049185,1.0,1.0,1139.0,4.0,0.00625,0.025,1.25,-1.7537606165839332,-0.6489942182942623,0.05527017821334356,0.6299413887179157,0.2546191747196983
51,1.093024103913702,0.00236249516207822,0.0006041048464653812,0.00236249516207822,0.0006041048464653812,1.0,1.0,1115.0,5.0,0.003125,0.025,,,,,,
52,1.0968341699125996,0.0023945167908450047,0.0005968633642066327,0.0023945167908450047,0.0005968633642066327,1.0,1.0,1083.0,3.0,0.00625,0.025,,,,,,
