step,kinetic_energy,p_norm,L_norm,dp_abs,dL_abs,dp_rel,dL_rel,active_total,force_evals,dt_min_effective,dt_max_effective,t,PE,E,dE_rel,Q_virial,r_hm
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
1,5.721380681090631e-05,3.5035000163265815e-08,4.0618018942462696e-08,3.5035000163265815e-08,4.0618018942462696e-08,1.0,1.0,,,,,,,,,,
2,0.00022895285486543477,7.118469152517155e-08,8.002759389175631e-08,7.118469152517155e-08,8.002759389175631e-08,1.0,1.0,,,,,,,,,,
3,0.0005155104585105937,1.0748748091660796e-07,1.1786785689568443e-07,1.0748748091660796e-07,1.1786785689568443e-07,1.0,1.0,,,,,,,,,,
4,0.0009173771592319963,1.449838295631797e-07,1.5440460528867363e-07,1.449838295631797e-07,1.5440460528867363e-07,1.0,1.0,,,,,,,,,,
5,0.0014352426368984686,1.828563804246243e-07,1.9126157096188803e-07,1.828563804246243e-07,1.9126157096188803e-07,1.0,1.0,,,,,,,,,,
6,0.0020699987054265106,2.183292442176367e-07,2.294691230916584e-07,2.183292442176367e-07,2.294691230916584e-07,1.0,1.0,,,,,,,,,,
7,0.002822743575705883,2.5281758246591823e-07,2.690855269769081e-07,2.5281758246591823e-07,2.690855269769081e-07,1.0,1.0,,,,,,,,,,
8,0.003694786797707207,2.8856070060081194e-07,3.0987768357434115e-07,2.8856070060081194e-07,3.0987768357434115e-07,1.0,1.0,,,,,,,,,,
9,0.004687654488775701,3.2777980292547837e-07,3.507850429276778e-07,3.2777980292547837e-07,3.507850429276778e-07,1.0,1.0,,,,,,,,,,
10,0.005803096119790051,3.676003479262421e-07,3.8873441943430027e-07,3.676003479262421e-07,3.8873441943430027e-07,1.0,1.0,,,,,,,,,,
11,0.007043092192246118,4.056509551438268e-07,4.224689621333264e-07,4.056509551438268e-07,4.224689621333264e-07,1.0,1.0,,,,,,,,,,
12,0.008409862253386611,4.438511801414881e-07,4.5562473746301476e-07,4.438511801414881e-07,4.5562473746301476e-07,1.0,1.0,,,,,,,,,,
13,0.009905875096033646,4.840899421518098e-07,4.884478361516792e-07,4.840899421518098e-07,4.884478361516792e-07,1.0,1.0,,,,,,,,,,
14,0.01153385733942713,5.238390079356157e-07,5.06872297299315e-07,5.238390079356157e-07,5.06872297299315e-07,1.0,1.0,,,,,,,,,,
15,0.013296805331228212,5.637878288378994e-07,5.109073532805007e-07,5.637878288378994e-07,5.109073532805007e-07,1.0,1.0,,,,,,,,,,
16,0.015197998958826935,6.021350085358044e-07,5.141177788023931e-07,6.021350085358044e-07,5.141177788023931e-07,1.0,1.0,,,,,,,,,,
17,0.01724101093083761,6.36107474842625e-07,5.111441058851956e-07,6.36107474842625e-07,5.111441058851956e-07,1.0,1.0,,,,,,,,,,
18,0.019429722184880885,6.71272850177142e-07,4.999511071635577e-07,6.71272850177142e-07,4.999511071635577e-07,1.0,1.0,,,,,,,,,,
19,0.021768334973569493,7.090099010061898e-07,4.861459058134878e-07,7.090099010061898e-07,4.861459058134878e-07,1.0,1.0,,,,,,,,,,
20,0.024261387096030977,7.53297681498078e-07,4.7436032585708843e-07,7.53297681498078e-07,4.7436032585708843e-07,1.0,1.0,,,,,0.25,-0.639272738907769,-0.615011351811738,0.0,0.037951543401464026,0.7855390563051965
21,0.026913775011870818,7.987487243565174e-07,4.6618406476412354e-07,7.987487243565174e-07,4.6618406476412354e-07,1.0,1.0,,,,,,,,,,
22,0.029730763755824705,8.429430932656095e-07,4.6314432657584066e-07,8.429430932656095e-07,4.6314432657584066e-07,1.0,1.0,,,,,,,,,,
23,0.03271801079767426,8.963190616835907e-07,4.753417059816776e-07,8.963190616835907e-07,4.753417059816776e-07,1.0,1.0,,,,,,,,,,
24,0.03588160166246179,9.46446504491286e-07,4.996726552142383e-07,9.46446504491286e-07,4.996726552142383e-07,1.0,1.0,,,,,,,,,,
25,0.03922807656037408,9.843479086609624e-07,5.253680871307908e-07,9.843479086609624e-07,5.253680871307908e-07,1.0,1.0,,,,,,,,,,
26,0.042764471540891684,1.011327444388724e-06,5.416815271369329e-07,1.011327444388724e-06,5.416815271369329e-07,1.0,1.0,,,,,,,,,,
27,0.04649836787665789,1.0355163621827051e-06,5.487419380806526e-07,1.0355163621827051e-06,5.487419380806526e-07,1.0,1.0,,,,,,,,,,
