step,kinetic_energy,p_norm,L_norm,dp_abs,dL_abs,dp_rel,dL_rel,active_total,force_evals,dt_min_effective,dt_max_effective,t,PE,E,dE_rel,Q_virial,r_hm
0,2.945243112740431,2.1901069056567693e-16,0.00196737314855832,0.0,0.0,0.0,0.0,,,,,,,,,,
1,2.772963183850287,4.0954805670453395e-06,0.001967385545350955,4.095480566866026e-06,2.3429878482096686e-08,0.9999999999562167,1.1909144365456398e-05,,,,,,,,,,
2,2.3565467897156145,4.406139825245512e-06,0.001967385706582066,4.406139825066681e-06,2.3559488720127926e-08,0.9999999999594134,1.1975022813934012e-05,,,,,,,,,,
3,1.8972448787164153,4.315922062650667e-06,0.001967385747898789,4.315922062465843e-06,2.3740170696231854e-08,0.9999999999571761,1.2066861174320734e-05,,,,,,,,,,
4,1.5016678085778927,4.063842986793366e-06,0.001967385279472618,4.06384298660772e-06,2.3082729872187584e-08,0.9999999999543177,1.1732694207397544e-05,,,,,,,,,,
5,1.1984590236214405,4.079222431178108e-06,0.0019673852989648207,4.0792224309926744e-06,2.2906059138661215e-08,0.999999999954542,1.1642894328179487e-05,,,,,,,,,,
6,0.9863740561578074,4.161606597306463e-06,0.00196738504547468,4.1616065971206965e-06,2.293594788891855e-08,0.9999999999553619,1.1658087948607279e-05,,,,,,,,,,
7,0.8583641616106569,4.105735120735134e-06,0.0019673847432837488,4.105735120549808e-06,2.265404056773194e-08,0.9999999999548618,1.1514799352322024e-05,,,,,,,,,,
8,0.8089171981428583,3.92480198162539e-06,0.001967385232044511,3.924801981438752e-06,2.2780341953020386e-08,0.9999999999524464,1.1578994079033013e-05,,,,,,,,,,
9,0.8347573695687861,3.832385646251453e-06,0.0019673857311463157,3.83238564606329e-06,2.3132478588127803e-08,0.9999999999509018,1.1757978225576256e-05,,,,,,,,,,
10,0.9332422393967608,3.71707291387781e-06,0.001967385632294763,3.7170729136874425e-06,2.334932102795354e-08,0.9999999999487856,1.1868197390828172e-05,,,,,,,,,,
11,1.0990585986096908,3.469399888811513e-06,0.0019673856746428545,3.4693998886149076e-06,2.3931068681528165e-08,0.9999999999433317,1.2163892921438724e-05,,,,,,,,,,
12,1.3179881026986684,3.0137282762099415e-06,0.0019673854634205956,3.013728276003435e-06,2.400454952175249e-08,0.999999999931478,1.2201243715614818e-05,,,,,,,,,,
13,1.5589571899454957,2.2098669638252425e-06,0.0019673826079509194,2.2098669636080328e-06,2.096640390047793e-08,0.9999999999017092,1.065700378550921e-05,,,,,,,,,,
14,1.77562781798718,1.8912562533629954e-06,0.001967382143875903,1.8912562532026944e-06,2.088715120687267e-08,0.999999999915241,1.0616722974685173e-05,,,,,,,,,,
15,1.9264832340088698,2.4505254344293125e-06,0.0019673846459625313,2.450525434346219e-06,2.4322055958469117e-08,0.9999999999660916,1.2362633818649986e-05,,,,,,,,,,
16,1.9954824592088396,2.8944511589944366e-06,0.001967384758178738,2.89445115893263e-06,2.510652926091887e-08,0.9999999999786465,1.2761372251435287e-05,,,,,,,,,,
17,1.9912403787930477,3.254878725287706e-06,0.001967383982404441,3.254878725245323e-06,2.4743651603579834e-08,0.9999999999869786,1.2576930494950633e-05,,,,,,,,,,
18,1.9316708969283727,3.642623979568254e-06,0.0019673834309921847,3.6426239795361815e-06,2.48483236091705e-08,0.9999999999911953,1.263013768324717e-05,,,,,,,,,,
19,1.836265637720185,4.088388906412174e-06,0.001967383416684117,4.0883889063830705e-06,2.5244765923629124e-08,0.9999999999928815,1.2831645173759448e-05,,,,,,,,,,
20,1.7269450569658873,4.373507839546861e-06,0.0019673832388194235,4.373507839523008e-06,2.5458624438561727e-08,0.9999999999945459,1.2940348345063059e-05,,,,,,,,,,
21,1.6263047786953027,4.4868814467277385e-06,0.001967382230178518,4.486881446705495e-06,2.4774147392452964e-08,0.9999999999950424,1.2592442389908639e-05,,,,,,,,,,
22,1.5499964797758834,4.553106662781531e-06,0.001967382367116519,4.55310666275751e-06,2.4360009707605273e-08,0.9999999999947242,1.2381939634494314e-05,,,,,,,,,,
23,1.501171448376315,4.5992484675793075e-06,0.001967382572726677,4.599248467559942e-06,2.4432203003147408e-08,0.9999999999957894,1.2418633438073921e-05,,,,,,,,,,
24,1.473168027415723,4.52986893160848e-06,0.0019673824513986014,4.529868931586347e-06,2.3991031369040595e-08,0.999999999995114,1.2194391259302686e-05,,,,,,,,,,
25,1.4555469749965027,4.4033429717094765e-06,0.001967382085852022,4.403342971673858e-06,2.246602658005996e-08,0.999999999991911,1.1419249337289006e-05,,,,,,,,,,
26,1.4411993675295949,4.095579213907096e-06,0.0019673825702542047,4.095579213859971e-06,2.2219009805018745e-08,0.9999999999884935,1.1293690480417256e-05,,,,,,,,,,
27,1.4308100743216958,3.637059043295022e-06,0.0019673830123241053,3.637059043228898e-06,2.251069845392478e-08,0.9999999999818193,1.144195020131463e-05,,,,,,,,,,
28,1.4295018009386706,3.4182151318887435e-06,0.001967383272051009,3.4182151318043595e-06,2.308410272099694e-08,0.9999999999753134,1.173340398331822e-05,,,,,,,,,,
29,1.4392755917385913,3.482560061233864e-06,0.001967384224184997,3.482560061142714e-06,2.4369639323825814e-08,0.9999999999738267,1.2386822576012631e-05,,,,,,,,,,
30,1.4575353165228482,3.6937989382484253e-06,0.0019673839873411065,3.6937989381598735e-06,2.3522042778186593e-08,0.999999999976027,1.1955999911322e-05,,,,,,,,,,
31,1.4818364711104293,3.9001043852588e-06,0.0019673837203271457,3.900104385182251e-06,2.2900277060265477e-08,0.9999999999803726,1.1639964702187081e-05,,,,,,,,,,
32,1.511228051929145,3.992220536476818e-06,0.001967383901441082,3.992220536420645e-06,2.335585585616478e-08,0.9999999999859293,1.187152941480152e-05,,,,,,,,,,
33,1.5428373560434598,4.080153780959847e-06,0.0019673841530559403,4.080153780915077e-06,2.360403787731655e-08,0.9999999999890274,1.1997676122709624e-05,,,,,,,,,,
34,1.5726095729108178,4.164469527783503e-06,0.0019673844388451447,4.1644695277299965e-06,2.3049502000989683e-08,0.9999999999871517,1.1715809856928496e-05,,,,,,,,,,
35,1.5987149227811084,4.181055546701791e-06,0.001967384988738698,4.181055546642884e-06,2.3069767847603585e-08,0.9999999999859108,1.1726107487682797e-05,,,,,,,,,,
