step,kinetic_energy,p_norm,L_norm,dp_abs,dL_abs,dp_rel,dL_rel,active_total,force_evals,dt_min_effective,dt_max_effective,t,PE,E,dE_rel,Q_virial,r_hm
0,2.945243112740431,2.1901069056567693e-16,0.00196737314855832,0.0,0.0,0.0,0.0,,,,,,,,,,
1,2.169999650728221,1.5588332307369244e-05,0.0019674244809617177,1.558833230718311e-05,9.566202995689684e-08,0.9999999999880594,4.862297429080239e-05,,,,,,,,,,
2,0.8449983592161388,1.5475555684337415e-05,0.001967425393774824,1.5475555684149177e-05,9.760336180648828e-08,0.9999999999878364,4.9609688944402835e-05,,,,,,,,,,
3,0.5068540497370705,1.5226141753106233e-05,0.001967427126310406,1.5226141752917679e-05,1.0032158283259663e-07,0.9999999999876164,5.0991257308083206e-05,,,,,,,,,,
4,0.7586529540145701,1.4634744763903248e-05,0.0019674272087278222,1.4634744763713148e-05,9.97812333513418e-08,0.9999999999870104,5.0716607409258274e-05,,,,,,,,,,
5,1.4206202224869178,1.3455799537645398e-05,0.0019674223158980017,1.3455799537451534e-05,9.810070183786057e-08,0.9999999999855925,4.986255418836393e-05,,,,,,,,,,
6,1.7729482166871613,1.2462274998379517e-05,0.0019674124533363177,1.2462274998180572e-05,9.87558958563375e-08,0.9999999999840363,5.019582736139963e-05,,,,,,,,,,
7,1.5709289928147587,1.1608303566817283e-05,0.0019674045717614605,1.1608303566614013e-05,9.637738003481453e-08,0.9999999999824893,4.898706723474051e-05,,,,,,,,,,
8,1.2889953765670017,1.0981699719569455e-05,0.00196740500514741,1.0981699719365647e-05,9.777730387356745e-08,0.9999999999814412,4.9698614986618567e-05,,,,,,,,,,
9,1.2328544139034123,1.0659463822725738e-05,0.001967405416847731,1.0659463822523094e-05,1.007766273453034e-07,0.9999999999809893,5.122311165879193e-05,,,,,,,,,,
10,1.3140613491573105,1.0250718040529707e-05,0.0019674098359041994,1.0250718040327907e-05,1.0362223215782654e-07,0.9999999999803135,5.266936774777429e-05,,,,,0.25,-4.862771149096193,-3.548709799938882,0.0,0.2702289104025686,0.05122193782695209
11,1.3096484593868156,9.917070305966234e-06,0.0019674171502213336,9.917070305765662e-06,1.0911651918639615e-07,0.9999999999797751,5.5461811529964854e-05,,,,,,,,,,
12,1.2107684282983735,9.653348849242103e-06,0.0019674314711696397,9.653348849040879e-06,1.2061697386870673e-07,0.9999999999791549,6.130682345799817e-05,,,,,,,,,,
13,1.2049689497553857,9.552838238778617e-06,0.001967443707020735,9.55283823857599e-06,1.3177212227317621e-07,0.9999999999787887,6.697631134398066e-05,,,,,,,,,,
14,1.2992718303804371,9.64637670021981e-06,0.0019674451936964156,9.646376700017087e-06,1.2968243946671744e-07,0.9999999999789845,6.591413061070912e-05,,,,,,,,,,
15,1.3785245271337054,1.0112019756185881e-05,0.001967458633294116,1.0112019755984923e-05,1.325153308127759e-07,0.9999999999801268,6.73535537521851e-05,,,,,,,,,,
16,1.3891871209137718,1.0555379274367399e-05,0.0019674781769425643,1.05553792741698e-05,1.4153629300403228e-07,0.9999999999812798,7.193792269857745e-05,,,,,,,,,,
17,1.370952657177111,1.0445925786001285e-05,0.001967497997479396,1.0445925785807218e-05,1.5453699990738005e-07,0.9999999999814217,7.854493377139938e-05,,,,,,,,,,
18,1.372749905348768,1.0372126298492964e-05,0.00196751862619779,1.0372126298302212e-05,1.6930492201906618e-07,0.9999999999816092,8.604997165706443e-05,,,,,,,,,,
19,1.40553874453117,1.0500485376334361e-05,0.0019675378121218937,1.0500485376148437e-05,1.746049843514758e-07,0.9999999999822938,8.87428862996909e-05,,,,,,,,,,
20,1.418079978020736,1.0208372768569286e-05,0.0019675594231321936,1.0208372768388153e-05,1.8823669163398117e-07,0.9999999999822564,9.567014313312263e-05,,,,,0.5,-4.93857738425275,-3.520497406232014,0.007950042493571549,0.287143415539555,0.05319323062181319
21,1.3208321369932083,9.792773114752034e-06,0.00196758107404173,9.792773114574486e-06,2.140039119569032e-07,0.9999999999818695,0.00010876497786050793,,,,,,,,,,
22,1.1647414971307377,1.0166110116023146e-05,0.0019675890788267863,1.0166110115847852e-05,2.329519432680632e-07,0.9999999999827571,0.00011839461083356154,,,,,,,,,,
23,1.0982380949837742,1.0280722313886803e-05,0.0019675889061588777,1.0280722313718813e-05,2.464685031907467e-07,0.9999999999836596,0.00012526422690189992,,,,,,,,,,
24,1.2022636371833817,9.955688952857423e-06,0.001967600675385878,9.955688952697044e-06,2.774285372131682e-07,0.9999999999838908,0.00014099839499128041,,,,,,,,,,
25,1.383072504126382,1.0301029909909551e-05,0.001967623000273363,1.0301029909748664e-05,3.280588705262851e-07,0.9999999999843815,0.00016672851988450415,,,,,,,,,,
26,1.4600007352543365,1.0736712739720312e-05,0.001967642182392593,1.0736712739560282e-05,3.807265574622935e-07,0.999999999985095,0.00019349379723062327,,,,,,,,,,
27,1.4233850015763587,1.0688571693143117e-05,0.0019676540698329585,1.0688571692982635e-05,4.29075726080674e-07,0.9999999999849857,0.00021806461443555465,,,,,,,,,,
28,1.3851679738010936,1.0715687693115323e-05,0.0019676714022366466,1.071568769295384e-05,4.7822499725137e-07,0.9999999999849302,0.00024304108740299472,,,,,,,,,,
29,1.3487478213821504,1.1374588484942403e-05,0.0019676929446148608,1.1374588484782485e-05,5.310619871421717e-07,0.9999999999859408,0.0002698906801468037,,,,,,,,,,
30,1.2901390173892249,1.1695726844728847e-05,0.0019677065851654834,1.1695726844565137e-05,5.85291878584558e-07,0.9999999999860026,0.0002974487573488174,,,,,0.75,-4.768617639911254,-3.4784786225220286,0.019790622895696608,0.2705478012309737,0.05582673858323398
31,1.24485129490329,1.1552251510060751e-05,0.0019677194262012355,1.1552251509894507e-05,6.325166612379178e-07,0.9999999999856094,0.00032144657048948164,,,,,,,,,,
32,1.2415992944154681,1.1415664371018354e-05,0.001967714729428576,1.14156643708519e-05,5.768393804231806e-07,0.9999999999854188,0.0002931519349812941,,,,,,,,,,
