step,kinetic_energy,p_norm,L_norm,dp_abs,dL_abs,dp_rel,dL_rel,active_total,force_evals,dt_min_effective,dt_max_effective,t,PE,E,dE_rel,Q_virial,r_hm
0,2.9452431127404295,1.2718315369458018e-16,0.0034383823041535828,0.0,0.0,0.0,0.0,,,,,,,,,,
1,2.21240417967021,4.904979125718068e-06,0.0034383595417580076,4.904979125792201e-06,5.967375056817293e-08,1.000000000015114,1.735518196917392e-05,200.0,1.0,0.025,0.025,,,,,,
2,0.99047983620366,0.0002502556331301029,0.0034383203124086124,0.0002502556331301679,4.720632383223111e-06,1.0000000000002598,0.0013729224866939791,1945.0,24.0,0.00078125,0.00625,,,,,,
3,0.6754465446461055,0.00028332363286763377,0.0034371704663629667,0.0002833236328676909,3.3786361679056105e-06,1.0000000000002016,0.0009826237657820079,1465.0,19.0,0.00078125,0.0125,,,,,,
4,0.9779281816090456,0.0003204245720787948,0.0034362320714860276,0.0003204245720788212,3.2683765920836595e-06,1.0000000000000824,0.0009505564835345518,1424.0,32.0,0.00078125,0.025,,,,,,
5,1.9207376414489234,0.00038978822438392,0.003437575056937083,0.00038978822438392075,3.5687604495157647e-06,1.000000000000002,0.0010379184552004833,1985.0,39.0,0.000390625,0.0125,,,,,,
6,2.1359860176006205,0.0005635203735503148,0.0034380672244167035,0.0005635203735502755,3.109928406564301e-06,0.9999999999999304,0.0009044742938583333,2441.0,43.0,0.000390625,0.0125,,,,,,
7,1.6359947438370417,0.0006526267093118187,0.003433852747133365,0.0006526267093117877,8.25325687326254e-06,0.9999999999999525,0.002400331360271534,2079.0,35.0,0.000390625,0.0125,,,,,,
8,1.366463094562924,0.0007225508234608377,0.003430063517675577,0.0007225508234608077,1.1237777184258292e-05,0.9999999999999585,0.003268332660589546,1910.0,36.0,0.000390625,0.0125,,,,,,
9,1.1840196125921478,0.0006540840980514142,0.0034278259310343948,0.0006540840980514091,1.7265673877933772e-05,0.9999999999999922,0.005021452634012441,1933.0,35.0,0.000390625,0.025,,,,,,
10,1.1704410694433893,0.0006923031336567295,0.0034306543746113324,0.0006923031336567301,1.7080309120984583e-05,1.0000000000000009,0.004967542178294568,1773.0,34.0,0.000390625,0.025,0.25,-4.675912093310556,-3.505471023867167,0.0,0.2503128899959098,0.05968297934504306
11,1.3082767439656378,0.0006154186889548834,0.0034308799421155288,0.0006154186889548723,1.2020100153057646e-05,0.9999999999999819,0.003495859124954577,1850.0,31.0,0.00078125,0.025,,,,,,
12,1.3925896652779963,0.0007109856013710861,0.0034366585137695824,0.000710985601371049,2.7321262470215905e-06,0.9999999999999478,0.0007945964134707093,1960.0,34.0,0.000390625,0.025,,,,,,
13,1.4397942281487408,0.0008065396861180225,0.0034374428633586426,0.0008065396861179796,2.633950999669465e-06,0.9999999999999468,0.0007660436701548979,1867.0,34.0,0.000390625,0.0125,,,,,,
14,1.534487155375202,0.0008090428912748491,0.0034357373022994224,0.0008090428912748192,3.2578365515919126e-06,0.999999999999963,0.000947491076735833,1967.0,32.0,0.00078125,0.0125,,,,,,
15,1.6275538435542456,0.0008110671761651393,0.003432873969178666,0.0008110671761650996,6.9219774378572695e-06,0.999999999999951,0.002013149448069078,1988.0,36.0,0.000390625,0.0125,,,,,,
16,1.6460322908604073,0.0009514926477864917,0.0034332043678740485,0.000951492647786456,5.568571106489242e-06,0.9999999999999624,0.0016195322724184512,1995.0,32.0,0.00078125,0.0125,,,,,,
17,1.6225011405965355,0.0010592359829063355,0.0034371678881568966,0.0010592359829062956,2.7833788592910604e-06,0.9999999999999624,0.0008095024383788635,1958.0,34.0,0.000390625,0.0125,,,,,,
18,1.5385169829045635,0.001100566021226261,0.003437107436369655,0.0011005660212262164,4.1280240693739905e-06,0.9999999999999594,0.0012005715782062154,2025.0,38.0,0.000390625,0.0125,,,,,,
19,1.4106287455580806,0.001225645674045019,0.0034386034312140074,0.0012256456740449753,7.70801527208094e-06,0.9999999999999643,0.002241612162109548,1933.0,32.0,0.00078125,0.0125,,,,,,
20,1.3627567048351505,0.0012844088974467917,0.0034372882550643686,0.0012844088974467663,9.488107619267559e-06,0.9999999999999802,0.002759468488366136,1868.0,32.0,0.00078125,0.0125,0.5,-4.865445838592648,-3.5026891337574977,0.0007935852530882713,0.28008876268353117,0.06385292447483676
21,1.380273822811829,0.001243618012194775,0.003439050311455095,0.0012436180121947664,1.309138987903209e-05,0.999999999999993,0.0038066875135342225,1901.0,35.0,0.000390625,0.025,,,,,,
22,1.338754832033503,0.001156849593055379,0.0034367086128139074,0.0011568495930553732,1.3018877752338339e-05,0.9999999999999949,0.0037863380510688035,1931.0,35.0,0.000390625,0.025,,,,,,
23,1.3632816826298069,0.0011302591692539594,0.0034333122848246157,0.0011302591692539618,1.4526884702365411e-05,1.0000000000000022,0.004224918411433441,1900.0,36.0,0.000390625,0.025,,,,,,
24,1.4244204055575282,0.0011987414343072795,0.003433637270488293,0.0011987414343072864,1.8281484872152947e-05,1.0000000000000058,0.005316885458044855,1884.0,32.0,0.00078125,0.025,,,,,,
25,1.4817035234647737,0.0012728832811036857,0.0034335070003233747,0.0012728832811036903,1.9215013058989415e-05,1.0000000000000036,0.005588387607677478,1946.0,35.0,0.000390625,0.025,,,,,,
26,1.4419111272924192,0.001392408170137217,0.00343263402653404,0.0013924081701372213,2.222850803591005e-05,1.000000000000003,0.006464815738801908,1940.0,34.0,0.000390625,0.025,,,,,,
27,1.439987690462377,0.0012335673921891398,0.0034324198335201994,0.0012335673921891489,2.0473164352884677e-05,1.0000000000000073,0.00595430133762409,1955.0,35.0,0.000390625,0.025,,,,,,
28,1.5013529700959742,0.0010609603713570498,0.0034302067363246266,0.0010609603713570585,2.0879579229083454e-05,1.0000000000000082,0.0060725007815043775,1929.0,38.0,0.000390625,0.025,,,,,,
29,1.562388468411437,0.0010186795516055878,0.0034304340026855267,0.0010186795516055856,1.837007963581957e-05,0.9999999999999979,0.005342651866730591,1927.0,35.0,0.000390625,0.025,,,,,,
30,1.4462605234614225,0.000957759827601652,0.0034255996396243284,0.0009577598276016549,2.2350375249660525e-05,1.000000000000003,0.006500258921953258,1966.0,35.0,0.000390625,0.025,0.75,-4.945705607299018,-3.499445083837596,0.0017190100812538164,0.2924275398290971,0.07736476186420965
