step,kinetic_energy,p_norm,L_norm,dp_abs,dL_abs,dp_rel,dL_rel,active_total,force_evals,dt_min_effective,dt_max_effective,t,PE,E,dE_rel,Q_virial,r_hm
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
1,3.317305750180301e-05,1.1315936136576853e-08,7.951464911715494e-09,1.1315936136576853e-08,7.951464911715494e-09,1.0,1.0,,,,,,,,,,
2,0.00013274088804194288,2.234915755514353e-08,1.593381848572406e-08,2.234915755514353e-08,1.593381848572406e-08,1.0,1.0,,,,,,,,,,
3,0.0002988495325417519,3.3229577643644516e-08,2.3877906985341814e-08,3.3229577643644516e-08,2.3877906985341814e-08,1.0,1.0,,,,,,,,,,
4,0.0005317426583849653,4.2577461590284955e-08,3.238189313691799e-08,4.2577461590284955e-08,3.238189313691799e-08,1.0,1.0,,,,,,,,,,
5,0.0008317619051380633,5.082839279703984e-08,4.140152738889015e-08,5.082839279703984e-08,4.140152738889015e-08,1.0,1.0,,,,,,,,,,
6,0.0011993472599776593,5.9303876960562077e-08,5.030749120791122e-08,5.9303876960562077e-08,5.030749120791122e-08,1.0,1.0,,,,,,,,,,
7,0.0016350373003670307,6.77818092160763e-08,5.920999109704614e-08,6.77818092160763e-08,5.920999109704614e-08,1.0,1.0,,,,,,,,,,
8,0.002139469111613053,7.636886341754226e-08,6.813099640779722e-08,7.636886341754226e-08,6.813099640779722e-08,1.0,1.0,,,,,,,,,,
9,0.0027133775186349903,8.49924721189101e-08,7.69408949075586e-08,8.49924721189101e-08,7.69408949075586e-08,1.0,1.0,,,,,,,,,,
10,0.003357593444751123,9.328147797886432e-08,8.570376412705557e-08,9.328147797886432e-08,8.570376412705557e-08,1.0,1.0,,,,,,,,,,
11,0.004073040753312661,1.0117508893964383e-07,9.453141593640257e-08,1.0117508893964383e-07,9.453141593640257e-08,1.0,1.0,,,,,,,,,,
12,0.004860730652605154,1.0845846946448658e-07,1.0341016342455886e-07,1.0845846946448658e-07,1.0341016342455886e-07,1.0,1.0,,,,,,,,,,
13,0.005721753320327734,1.1505790534260934e-07,1.1236227629131594e-07,1.1505790534260934e-07,1.1236227629131594e-07,1.0,1.0,,,,,,,,,,
14,0.006657265316068741,1.2131251513045918e-07,1.2122769656662935e-07,1.2131251513045918e-07,1.2122769656662935e-07,1.0,1.0,,,,,,,,,,
15,0.007668471714706117,1.2831164729020202e-07,1.3005209839171514e-07,1.2831164729020202e-07,1.3005209839171514e-07,1.0,1.0,,,,,,,,,,
16,0.008756602364880236,1.3624173399775367e-07,1.3873545679395677e-07,1.3624173399775367e-07,1.3873545679395677e-07,1.0,1.0,,,,,,,,,,
17,0.00992288120358552,1.4414976466712018e-07,1.4712273057187478e-07,1.4414976466712018e-07,1.4712273057187478e-07,1.0,1.0,,,,,,,,,,
18,0.01116848946422301,1.5193375145925516e-07,1.5545257230983914e-07,1.5193375145925516e-07,1.5545257230983914e-07,1.0,1.0,,,,,,,,,,
19,0.012494525750581456,1.5960580883790894e-07,1.638748443263007e-07,1.5960580883790894e-07,1.638748443263007e-07,1.0,1.0,,,,,,,,,,
20,0.013901969428386809,1.6704287576270705e-07,1.719892286314578e-07,1.6704287576270705e-07,1.719892286314578e-07,1.0,1.0,,,,,,,,,,
21,0.015391658285710059,1.741596787225247e-07,1.7966162200768107e-07,1.741596787225247e-07,1.7966162200768107e-07,1.0,1.0,,,,,,,,,,
22,0.01696429704141355,1.8155603542754873e-07,1.8726149333551021e-07,1.8155603542754873e-07,1.8726149333551021e-07,1.0,1.0,,,,,,,,,,
23,0.018620513804233234,1.8866183255045235e-07,1.9539211437238273e-07,1.8866183255045235e-07,1.9539211437238273e-07,1.0,1.0,,,,,,,,,,
24,0.020360977809026334,1.9450873262444285e-07,2.0417516064915892e-07,1.9450873262444285e-07,2.0417516064915892e-07,1.0,1.0,,,,,,,,,,
25,0.022186578088824654,2.0115119555438962e-07,2.1247338798555476e-07,2.0115119555438962e-07,2.1247338798555476e-07,1.0,1.0,,,,,,,,,,
26,0.024098635939528705,2.0880198871858255e-07,2.2021489053859544e-07,2.0880198871858255e-07,2.2021489053859544e-07,1.0,1.0,,,,,,,,,,
27,0.026099099323036924,2.1574838476250387e-07,2.2827057418660052e-07,2.1574838476250387e-07,2.2827057418660052e-07,1.0,1.0,,,,,,,,,,
28,0.02819065705624695,2.2309556948877705e-07,2.3656609382794794e-07,2.2309556948877705e-07,2.3656609382794794e-07,1.0,1.0,,,,,,,,,,
29,0.030376726256838422,2.3106554784056004e-07,2.448545442820902e-07,2.3106554784056004e-07,2.448545442820902e-07,1.0,1.0,,,,,,,,,,
30,0.03266130696664258,2.4651550566873406e-07,2.543124896840247e-07,2.4651550566873406e-07,2.543124896840247e-07,1.0,1.0,,,,,,,,,,
31,0.03504871070021312,2.703922669449373e-07,2.636762840865842e-07,2.703922669449373e-07,2.636762840865842e-07,1.0,1.0,,,,,,,,,,
32,0.037543239013794735,2.899834433733723e-07,2.702233381097005e-07,2.899834433733723e-07,2.702233381097005e-07,1.0,1.0,,,,,,,,,,
33,0.040148869430304324,3.076974962341134e-07,2.760266813347274e-07,3.076974962341134e-07,2.760266813347274e-07,1.0,1.0,,,,,,,,,,
34,0.0428689472293138,3.3285690931694505e-07,2.8391132269534304e-07,3.3285690931694505e-07,2.8391132269534304e-07,1.0,1.0,,,,,,,,,,
