step,kinetic_energy,p_norm,L_norm,dp_abs,dL_abs,dp_rel,dL_rel,active_total,force_evals,dt_min_effective,dt_max_effective,t,PE,E,dE_rel,Q_virial,r_hm
0,2.9452431127404295,1.2718315369458018e-16,0.0034383823041535828,0.0,0.0,0.0,0.0,,,,,,,,,,
1,1.6563328976238099,3.0238160828588197e-05,0.003438496633024894,3.0238160828656603e-05,2.053447468673258e-07,1.0000000000022622,5.971933922956357e-05,6328.0,32.0,0.00078125,0.0015625,,,,,,
2,0.9075578704565765,4.27721882967534e-05,0.0034385119746039817,4.277218829682674e-05,2.5048146525767216e-07,1.0000000000017146,7.284589005583453e-05,6265.0,32.0,0.00078125,0.0015625,,,,,,
3,1.2979550362970516,4.6622458290986136e-05,0.003438426675255054,4.662245829105885e-05,3.408299136616292e-07,1.0000000000015596,9.912379871714068e-05,6107.0,32.0,0.00078125,0.003125,,,,,,
4,1.6819248151843995,3.837169002337049e-05,0.0034385695983947077,3.8371690023417266e-05,2.3259484030466086e-07,1.000000000001219,6.764290605408933e-05,6081.0,32.0,0.00078125,0.0015625,,,,,,
5,1.3790686620024557,5.8417772497304405e-05,0.003438463952144016,5.8417772497344745e-05,1.737355758997665e-07,1.0000000000006906,5.0527089513745116e-05,6121.0,32.0,0.00078125,0.0015625,,,,,,
6,1.4219386197212796,7.037998228360683e-05,0.0034383412531008434,7.037998228362152e-05,2.1205295251997151e-07,1.0000000000002087,6.167230219391558e-05,6074.0,32.0,0.00078125,0.003125,,,,,,
7,1.5417392443914435,7.830918363680957e-05,0.0034384051274179606,7.83091836367631e-05,2.3493271310921033e-07,0.9999999999994066,6.832607107168635e-05,6131.0,32.0,0.00078125,0.003125,,,,,,
8,1.3266662794914372,7.068293324975583e-05,0.0034385367305701554,7.068293324971171e-05,2.43876749212147e-07,0.9999999999993757,7.092457295685453e-05,6152.0,32.0,0.00078125,0.003125,,,,,,
9,1.3967419771749812,8.218568507743074e-05,0.003438733345802748,8.21856850773611e-05,4.378611939137621e-07,0.9999999999991528,0.00012733211618406152,6128.0,32.0,0.00078125,0.003125,,,,,,
10,1.7069787550276774,6.814729950206387e-05,0.0034385648725228255,6.814729950199601e-05,2.0328698232244347e-07,0.9999999999990042,5.911971705023984e-05,6183.0,32.0,0.00078125,0.00625,0.25,-6.4818076096211605,-4.774828854593483,0.0,0.263349185571931,0.03351160658796489
11,1.6667870202330146,6.138474767736779e-05,0.003438644122840195,6.138474767727802e-05,2.6656549377239414e-07,0.9999999999985375,7.752052386049788e-05,6200.0,32.0,0.00078125,0.003125,,,,,,
12,1.4092049236503894,6.6383436705351e-05,0.0034384386080835074,6.638343670534684e-05,1.200061140283691e-07,0.9999999999999373,3.490133973782282e-05,6155.0,32.0,0.00078125,0.003125,,,,,,
13,1.402978935039507,6.549405177308763e-05,0.003438418650466179,6.549405177312139e-05,1.478757533022756e-07,1.0000000000005154,4.300690763244513e-05,6147.0,32.0,0.00078125,0.003125,,,,,,
14,1.567093666394066,5.310717472354575e-05,0.0034383391503939975,5.3107174723571764e-05,7.717445631153594e-08,1.0000000000004898,2.244498996470195e-05,6126.0,32.0,0.00078125,0.003125,,,,,,
15,1.4192433785576373,9.271553983367427e-05,0.003438380196136628,9.271553983367853e-05,8.908964835317656e-08,1.000000000000046,2.591033819757501e-05,6123.0,32.0,0.00078125,0.003125,,,,,,
16,1.5261481244463029,9.504375077642264e-05,0.0034382562081409366,9.504375077645044e-05,2.057284421160094e-07,1.0000000000002924,5.9832916737469376e-05,6120.0,32.0,0.00078125,0.003125,,,,,,
17,1.6637791280763043,0.0001447905602952792,0.0034380380526041476,0.00014479056029536918,4.2172576991700015e-07,1.0000000000006215,0.00012265237911664254,6150.0,32.0,0.00078125,0.003125,,,,,,
18,1.4297594690350413,0.0001550708285424896,0.003437897883841208,0.0001550708285425944,6.046974346123055e-07,1.0000000000006757,0.00017586684118337513,6116.0,32.0,0.00078125,0.003125,,,,,,
19,1.4493270440150947,0.00014383069672666652,0.003437992939568692,0.00014383069672675714,5.68297982967864e-07,1.00000000000063,0.0001652806269626729,6157.0,32.0,0.00078125,0.003125,,,,,,
20,1.6597758403545784,0.0001042480033059693,0.0034382106519032477,0.0001042480033060509,4.028148541400497e-07,1.0000000000007827,0.00011715243347240572,6176.0,32.0,0.00078125,0.003125,0.5,-6.4365464589313035,-4.776770618576725,0.0004066667188235474,0.2578674528250295,0.03423485780098673
21,1.508203669415455,0.00014527517167514938,0.0034380881039438554,0.00014527517167514328,7.658826100809163e-07,0.999999999999958,0.00022274504180519027,6148.0,32.0,0.00078125,0.003125,,,,,,
22,1.3181431658764884,0.0001288650264892746,0.003438178587322073,0.00012886502648927896,6.138000494367213e-07,1.000000000000034,0.00017851419508972224,6166.0,32.0,0.00078125,0.003125,,,,,,
23,1.5258875151589122,0.00013168379001761944,0.0034381568028939097,0.00013168379001761394,6.74732578102751e-07,0.9999999999999583,0.00019623547308502337,6136.0,32.0,0.00078125,0.003125,,,,,,
24,1.6700044223295256,0.0001529863768752282,0.003438188338570431,0.00015298637687522447,6.667815385969949e-07,0.9999999999999756,0.00019392303694429778,6106.0,32.0,0.00078125,0.003125,,,,,,
25,1.4051700455437013,0.00014178335569853156,0.0034382448564975344,0.00014178335569854138,5.414403837332908e-07,1.0000000000000693,0.00015746951206654016,6153.0,32.0,0.00078125,0.003125,,,,,,
26,1.4259406626727502,0.0001364202164860532,0.0034382260999215137,0.000136420216486056,6.158287787317917e-07,1.0000000000000204,0.0001791042194429245,6142.0,32.0,0.00078125,0.003125,,,,,,
27,1.581948294453962,0.00020863212093866532,0.003438382953715974,0.00020863212093867668,6.038630328311504e-07,1.0000000000000544,0.00017562413522860673,6185.0,32.0,0.00078125,0.003125,,,,,,
28,1.5080045381399723,0.0002197026760519126,0.0034384239253300395,0.00021970267605191755,4.867634525523451e-07,1.0000000000000226,0.0001415658636407443,6173.0,32.0,0.00078125,0.0015625,,,,,,
29,1.3970286878584852,0.0002542057444512889,0.0034383094766281147,0.00025420574445129203,4.5441433521091555e-07,1.0000000000000124,0.00013215933977498104,6137.0,32.0,0.00078125,0.003125,,,,,,
30,1.6019038687535632,0.00025688617330447896,0.003438303824035072,0.0002568861733044787,4.906116573782039e-07,0.9999999999999989,0.00014268676778191378,6182.0,32.0,0.00078125,0.0015625,0.75,-6.380844311910982,-4.778940443157419,0.0008610965312358598,0.2510488879603792,0.034389117053672834
31,1.5305664133504966,0.00021912673671927065,0.0034382723765283333,0.00021912673671926815,5.124347967418592e-07,0.9999999999999886,0.00014903368834897604,6130.0,32.0,0.00078125,0.003125,,,,,,
32,1.4528160882102878,0.00018956776171743869,0.00343845392274705,0.0001895677617174626,3.7976678847920827e-07,1.0000000000001261,0.00011044696163204798,6144.0,32.0,0.00078125,0.003125,,,,,,
33,1.6004418917904162,0.00018626096200866752,0.0034386116266117944,0.00018626096200869929,4.0474180579198485e-07,1.0000000000001705,0.00011770500706146731,6141.0,32.0,0.00078125,0.003125,,,,,,
34,1.615797525459387,0.00012285719446293225,0.003438781185832163,0.0001228571944628791,5.905371454708994e-07,0.9999999999995673,0.00017172861940268909,6165.0,32.0,0.00078125,0.003125,,,,,,
35,1.450281393020672,0.0001248867926046046,0.0034387566414417654,0.00012488679260454195,6.377903214801457e-07,0.9999999999994982,0.00018547120019890087,6136.0,32.0,0.00078125,0.003125,,,,,,
36,1.3284964461065973,0.0001433388043815631,0.0034387819014367574,0.0001433388043815501,6.408338341387143e-07,0.9999999999999092,0.0001863548932460554,6123.0,32.0,0.00078125,0.003125,,,,,,
