step,kinetic_energy,p_norm,L_norm,dp_abs,dL_abs,dp_rel,dL_rel,active_total,force_evals,dt_min_effective,dt_max_effective,t,PE,E,dE_rel,Q_virial,r_hm
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
1,0.0001327651941034455,2.2585942169409633e-08,1.588355377776939e-08,2.2585942169409633e-08,1.588355377776939e-08,1.0,1.0,,,,,,,,,,
2,0.0005318398389153971,4.156392627965381e-08,3.296000221510276e-08,4.156392627965381e-08,3.296000221510276e-08,1.0,1.0,,,,,,,,,,
3,0.0011995655221282528,5.82326397038286e-08,5.095768200256109e-08,5.82326397038286e-08,5.095768200256109e-08,1.0,1.0,,,,,,,,,,
4,0.0021398552222228616,7.55006127660797e-08,6.875608610037787e-08,7.55006127660797e-08,6.875608610037787e-08,1.0,1.0,,,,,,,,,,
5,0.0033581900884825074,9.228622079525421e-08,8.649960540153602e-08,9.228622079525421e-08,8.649960540153602e-08,1.0,1.0,,,,,,,,,,
6,0.004861570659235066,1.0719524024908773e-07,1.0425158114869568e-07,1.0719524024908773e-07,1.0425158114869568e-07,1.0,1.0,,,,,,,,,,
7,0.006658361221039095,1.2022766677288333e-07,1.2194924994105927e-07,1.2022766677288333e-07,1.2194924994105927e-07,1.0,1.0,,,,,,,,,,
8,0.008757928684002011,1.343662430601759e-07,1.3918184136159399e-07,1.343662430601759e-07,1.3918184136159399e-07,1.0,1.0,,,,,,,,,,
9,0.011169958908590332,1.5013031932646092e-07,1.560164996007185e-07,1.5013031932646092e-07,1.560164996007185e-07,1.0,1.0,,,,,,,,,,
10,0.01390341826256337,1.6502196793162803e-07,1.7220013230640458e-07,1.6502196793162803e-07,1.7220013230640458e-07,1.0,1.0,,,,,,,,,,
11,0.016965519958277157,1.799709158474607e-07,1.8761879493279623e-07,1.799709158474607e-07,1.8761879493279623e-07,1.0,1.0,,,,,,,,,,
12,0.020361858085058134,1.9313026749361994e-07,2.0410611853186543e-07,1.9313026749361994e-07,2.0410611853186543e-07,1.0,1.0,,,,,,,,,,
13,0.024099316325622372,2.0577419905819384e-07,2.2077243469533665e-07,2.0577419905819384e-07,2.2077243469533665e-07,1.0,1.0,,,,,,,,,,
14,0.028191514527296936,2.2129038207198158e-07,2.3681042455328382e-07,2.2129038207198158e-07,2.3681042455328382e-07,1.0,1.0,,,,,,,,,,
15,0.032662641285929515,2.525542178439516e-07,2.556772204683189e-07,2.525542178439516e-07,2.556772204683189e-07,1.0,1.0,,,,,,,,,,
16,0.03754492772985529,2.9074628612278654e-07,2.7132685594757386e-07,2.9074628612278654e-07,2.7132685594757386e-07,1.0,1.0,,,,,,,,,,
17,0.042870356321080015,3.335679923350939e-07,2.855079516966967e-07,3.335679923350939e-07,2.855079516966967e-07,1.0,1.0,,,,,,,,,,
18,0.048661261765588,3.839008560125822e-07,2.9964640011855854e-07,3.839008560125822e-07,2.9964640011855854e-07,1.0,1.0,,,,,,,,,,
19,0.054923527780768346,4.2164783431825616e-07,3.0355452391411476e-07,4.2164783431825616e-07,3.0355452391411476e-07,1.0,1.0,,,,,,,,,,
20,0.06164549859770869,4.6603078459114634e-07,2.9834378972106363e-07,4.6603078459114634e-07,2.9834378972106363e-07,1.0,1.0,,,,,0.25,-0.7678420895825949,-0.7061965909848862,0.0,0.08028408371208157,0.6838414530267399
21,0.06880782061192532,5.006861778018313e-07,2.8523004084949406e-07,5.006861778018313e-07,2.8523004084949406e-07,1.0,1.0,,,,,,,,,,
22,0.07640833843036195,5.241385108009381e-07,2.7131691233460924e-07,5.241385108009381e-07,2.7131691233460924e-07,1.0,1.0,,,,,,,,,,
23,0.0844843337000582,5.390156914556377e-07,2.5598693735439907e-07,5.390156914556377e-07,2.5598693735439907e-07,1.0,1.0,,,,,,,,,,
24,0.09309456820230509,4.989105967192345e-07,2.424986926414853e-07,4.989105967192345e-07,2.424986926414853e-07,1.0,1.0,,,,,,,,,,
25,0.10227407231509783,4.7572400693397585e-07,2.3460399468507046e-07,4.7572400693397585e-07,2.3460399468507046e-07,1.0,1.0,,,,,,,,,,
26,0.11200698813043916,4.910263721457521e-07,2.2689824149620646e-07,4.910263721457521e-07,2.2689824149620646e-07,1.0,1.0,,,,,,,,,,
27,0.12221986820569662,5.103316676878838e-07,2.14155484552267e-07,5.103316676878838e-07,2.14155484552267e-07,1.0,1.0,,,,,,,,,,
28,0.13278037318381838,5.274008150622253e-07,1.9635451230176556e-07,5.274008150622253e-07,1.9635451230176556e-07,1.0,1.0,,,,,,,,,,
29,0.14350310141433495,5.336983311175694e-07,1.8411770248986008e-07,5.336983311175694e-07,1.8411770248986008e-07,1.0,1.0,,,,,,,,,,
30,0.15419911507581674,5.283160363829209e-07,1.780797622043952e-07,5.283160363829209e-07,1.780797622043952e-07,1.0,1.0,,,,,,,,,,
31,0.1648454956497656,5.29536893679434e-07,1.6939047047341293e-07,5.29536893679434e-07,1.6939047047341293e-07,1.0,1.0,,,,,,,,,,
32,0.17577752505966324,5.769376591036099e-07,1.516320951717437e-07,5.769376591036099e-07,1.516320951717437e-07,1.0,1.0,,,,,,,,,,
33,0.18755376184442224,6.651148761918542e-07,1.383077190903292e-07,6.651148761918542e-07,1.383077190903292e-07,1.0,1.0,,,,,,,,,,
34,0.2005784129160781,7.116966382022088e-07,1.3613605333152399e-07,7.116966382022088e-07,1.3613605333152399e-07,1.0,1.0,,,,,,,,,,
35,0.2148841687811407,7.702081676476907e-07,1.3798255246832887e-07,7.702081676476907e-07,1.3798255246832887e-07,1.0,1.0,,,,,,,,,,
36,0.2299286328233035,8.762134750368874e-07,1.4466664450583215e-07,8.762134750368874e-07,1.4466664450583215e-07,1.0,1.0,,,,,,,,,,
37,0.24411410140742454,9.312842712749083e-07,1.5064360132208435e-07,9.312842712749083e-07,1.5064360132208435e-07,1.0,1.0,,,,,,,,,,
38,0.2549060441650371,9.882977220284374e-07,1.5467581539667714e-07,9.882977220284374e-07,1.5467581539667714e-07,1.0,1.0,,,,,,,,,,
39,0.2608564114350772,1.198413135576944e-06,1.5466994627682578e-07,1.198413135576944e-06,1.5466994627682578e-07,1.0,1.0,,,,,,,,,,
40,0.26295900006441975,1.3731308129744646e-06,1.5079613347250865e-07,1.3731308129744646e-06,1.5079613347250865e-07,1.0,1.0,,,,,0.5,-0.9694286696130655,-0.7064696695486458,0.0003866891560305211,0.2712515198971538,0.5671267298650969
41,0.263371220401336,1.3451165802558934e-06,1.3871716862972666e-07,1.3451165802558934e-06,1.3871716862972666e-07,1.0,1.0,,,,,,,,,,
42,0.26399227372376194,1.2180065975882152e-06,1.1905421204790338e-07,1.2180065975882152e-06,1.1905421204790338e-07,1.0,1.0,,,,,,,,,,
43,0.26605396392883457,1.0651577607197202e-06,9.898076510270151e-08,1.0651577607197202e-06,9.898076510270151e-08,1.0,1.0,,,,,,,,,,
44,0.2700932103076204,9.58970385829273e-07,1.0840577196054002e-07,9.58970385829273e-07,1.0840577196054002e-07,1.0,1.0,,,,,,,,,,
45,0.2762002212644879,8.530936478647556e-07,1.3835225026388798e-07,8.530936478647556e-07,1.3835225026388798e-07,1.0,1.0,,,,,,,,,,
46,0.2843354328730301,7.775264556765674e-07,1.768916167733679e-07,7.775264556765674e-07,1.768916167733679e-07,1.0,1.0,,,,,,,,,,
47,0.2944076005763927,7.463889128610235e-07,2.2191085156727985e-07,7.463889128610235e-07,2.2191085156727985e-07,1.0,1.0,,,,,,,,,,
48,0.3063151655625361,7.507685043315223e-07,2.769549649049203e-07,7.507685043315223e-07,2.769549649049203e-07,1.0,1.0,,,,,,,,,,
49,0.3199835194999828,7.998220038769403e-07,3.312213915698502e-07,7.998220038769403e-07,3.312213915698502e-07,1.0,1.0,,,,,,,,,,
50,0.33535145018445905,8.630533852727299e-07,3.804766154289283e-07,8.630533852727299e-07,3.804766154289283e-07,1.0,1.0,,,,,,,,,,
51,0.35243459861544246,9.599315568794085e-07,4.0644172015770946e-07,9.599315568794085e-07,4.0644172015770946e-07,1.0,1.0,,,,,,,,,,
52,0.37136332041979714,1.0779650778387176e-06,4.1171203661871617e-07,1.0779650778387176e-06,4.1171203661871617e-07,1.0,1.0,,,,,,,,,,
53,0.39240221935271613,1.186093647239699e-06,4.2309325324978907e-07,1.186093647239699e-06,4.2309325324978907e-07,1.0,1.0,,,,,,,,,,
54,0.41593847525449706,1.2962204330072215e-06,4.307441547081876e-07,1.2962204330072215e-06,4.307441547081876e-07,1.0,1.0,,,,,,,,,,
