t,N,KE,PE,E,dE_rel,px,py,pz,p_norm,Lz,Q,r_hm,com_x,com_y,com_z,t_over_tcross,run
22.0,200,0.588475219043161,-1.3215885153891511,-0.7331132963459901,0.0060864831315271435,0.0029174717323628093,-0.001968746489219214,0.00032226682625181006,0.0035343259548676954,-0.008291868162740282,0.44527870225164623,0.24793930293222102,0.0030574828005501408,-0.03089203638747893,-0.00044728328856277175,8.981462390204987,serial
22.25,200,0.4736364727554122,-1.2052232972581933,-0.7315868245027811,0.008155987266353946,0.0027126924840362473,-0.0018604278988715482,0.0001995242400513195,0.0032954062575370592,-0.008322578669176978,0.3929864895848804,0.27646223624444694,0.0037486793738762186,-0.031363270846507925,-0.0004035669622397721,9.083524462820954,serial
22.5,200,0.6586858034863523,-1.3927163779397889,-0.7340305744534366,0.004842889386518461,0.0027543702125967942,-0.0018411759564657979,0.00018162957577225674,0.003318052662858663,-0.008319617200152472,0.47295042545613636,0.22959658807071892,0.004429486332561211,-0.0318112776558968,-0.0003584113744099476,9.185586535436919,serial
22.75,200,0.6201286927041961,-1.3516183261759849,-0.7314896334717887,0.008287753365677442,0.0028029517170933666,-0.0018648379038880005,-5.7956846123649436e-05,0.0033671230645978246,-0.008303726187059443,0.45880459053753125,0.2255123549530542,0.005118879196570894,-0.032295582032331016,-0.00032495464567348296,9.287648608052885,serial
23.0,200,0.6023079789181701,-1.3335480150660315,-0.7312400361478614,0.008626143291575796,0.0025798590373964465,-0.0018635546462737228,-9.479986478550542e-05,0.003183943401954226,-0.008287356786461815,0.4516582621049055,0.22764702930265662,0.005786511904273703,-0.032740628459969834,-0.0003287139110532506,9.38971068066885,serial
23.25,200,0.6123525712957526,-1.3447037515782714,-0.7323511802825188,0.007119716958661614,0.002712811317212769,-0.001793356654105389,1.348368017325132e-06,0.0032519955642217693,-0.00829226344682106,0.45538102394452146,0.24746114322372356,0.006466233166215216,-0.03321200197280089,-0.0003234002962703752,9.491772753284817,serial
23.5,200,0.5671043254164904,-1.2992182669184837,-0.7321139415019934,0.007441351870843456,0.002736876195252461,-0.0016797857880233235,3.00899406537424e-05,0.003211397983170767,-0.008280147211954747,0.4364965763309052,0.2718252146775503,0.00714145737845027,-0.0336446465227468,-0.0003284369100532081,9.593834825900782,serial
23.75,200,0.6038310538210181,-1.336850241394529,-0.7330191875735108,0.0062140704791980505,0.003003957240439395,-0.0015912421630522398,-0.00017876665666159965,0.0034040811155725127,-0.008302438113131827,0.4516818975857271,0.2728760611058738,0.007868629313913293,-0.03405209688615889,-0.0003670637230874278,9.695896898516747,serial
24.0,200,0.5567260565438593,-1.2890738914864814,-0.7323478349426221,0.007124252381165035,0.0029126661709443025,-0.001610961963169114,-1.0517542833854297e-05,0.003328503160408338,-0.00827989525719711,0.4318806394425356,0.2944206664963445,0.008624370940123282,-0.034445857216931115,-0.0003904908377460353,9.797958971132713,serial
24.25,200,0.5835470403777792,-1.3162780535335494,-0.7327310131557703,0.006604761045629748,0.0028012271845587948,-0.0015845289180649665,-0.00021212266003369984,0.003225306443517437,-0.008280375441126416,0.44333113266702784,0.29448013705255355,0.009334878764733894,-0.03486443468770676,-0.0004210873391880129,9.900021043748678,serial
24.5,200,0.6423253559988612,-1.3757901115498283,-0.7334647555509671,0.005609994632142922,0.002598189022994385,-0.001341511313794252,-0.00025711684875984924,0.0029353616264717183,-0.008306203932831224,0.46687743327016745,0.298490804685765,0.010032342342797297,-0.03522516151876745,-0.0004688279557004696,10.002083116364645,serial
24.75,200,0.5949170365004539,-1.3272990779891738,-0.7323820414887199,0.007077877081874457,0.0026600894429987527,-0.002009250746189664,-0.0004679287697681427,0.0033663216927967334,-0.008212609169230873,0.448216265923833,0.29351843240067366,0.010681363785691771,-0.035638046974372624,-0.0005393496464154533,10.10414518898061,serial
25.0,200,0.5432995933119366,-1.2754657679227772,-0.7321661746108407,0.007370537177984755,0.0026144947030952233,-0.0019692615421923747,-0.0005924359033597729,0.0033263424167786124,-0.008232580210406461,0.42596172078906824,0.3077867674055754,0.011356085199598949,-0.036145019190367916,-0.0006911635420302124,10.206207261596576,serial
