system,integrator,dt,n_periods,dE_rel_final,dL_rel_final,closure
kepler,leapfrog,0.12566370614359174,10,0.0000001127749762463992,0,0.32733021808459467
kepler,yoshida4,0.12566370614359174,10,0.000000000004354072657974939,0.0000000000000026645352591003757,0.014570030572573417
kepler,leapfrog,0.06283185307179587,10,0.0000000004222895366723378,0.0000000000000029976021664879227,0.08253655352181695
kepler,yoshida4,0.06283185307179587,10,0.000000000000004218847493575595,0.0000000000000019984014443252818,0.0009076788727610859
kepler,leapfrog,0.031415926535897934,10,0.000000000001634803403760543,0.0000000000000013322676295501878,0.020662721801441082
kepler,yoshida4,0.031415926535897934,10,0.0000000000000008881784197001252,0.0000000000000004440892098500626,0.00005668844103143765
kepler,leapfrog,0.015707963267948967,10,0.00000000000001454392162258955,0.000000000000004218847493575595,0.005167221161403179
kepler,yoshida4,0.015707963267948967,10,0.0000000000000013322676295501878,0.0000000000000006661338147750939,0.000003542398249142846
