step,kinetic_energy,p_norm,L_norm,dp_abs,dL_abs,dp_rel,dL_rel,t,PE,E,dE_rel,Q_virial,r_hm
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
1,0.0005322283738290701,3.909666021635904e-08,3.44234830956657e-08,3.909666021635904e-08,3.44234830956657e-08,1.0,1.0,,,,,,
2,0.0021413995161859898,7.324302138050955e-08,7.079524605223647e-08,7.324302138050955e-08,7.079524605223647e-08,1.0,1.0,,,,,,
3,0.00486493431527126,1.0495697917455801e-07,1.0599150658326613e-07,1.0495697917455801e-07,1.0599150658326613e-07,1.0,1.0,,,,,,
4,0.008763252886523585,1.3483527780381693e-07,1.404305132955027e-07,1.3483527780381693e-07,1.404305132955027e-07,1.0,1.0,,,,,,
5,0.013909243704218583,1.6548357630961783e-07,1.7393035283484743e-07,1.6548357630961783e-07,1.7393035283484743e-07,1.0,1.0,,,,,,
6,0.020365284907200385,1.911082664811266e-07,2.0753056882498733e-07,1.911082664811266e-07,2.0753056882498733e-07,1.0,1.0,,,,,,
7,0.02819489310029336,2.184715046281884e-07,2.4173214368043536e-07,2.184715046281884e-07,2.4173214368043536e-07,1.0,1.0,,,,,,
8,0.03755190489198053,2.5474355504887205e-07,2.69373420914959e-07,2.5474355504887205e-07,2.69373420914959e-07,1.0,1.0,,,,,,
9,0.04866175588296723,2.9733620441375324e-07,2.846845232277054e-07,2.9733620441375324e-07,2.846845232277054e-07,1.0,1.0,,,,,,
10,0.06161971434153932,3.4701028060764046e-07,2.7860988036717356e-07,3.4701028060764046e-07,2.7860988036717356e-07,1.0,1.0,0.25,-0.7677984444051886,-0.7061787300636493,0.0,0.080255065363249,0.6838453854212688
11,0.07636276816686616,3.973120340203423e-07,2.57816782240153e-07,3.973120340203423e-07,2.57816782240153e-07,1.0,1.0,,,,,,
12,0.09304137049242814,4.1222016119104947e-07,2.369709575417022e-07,4.1222016119104947e-07,2.369709575417022e-07,1.0,1.0,,,,,,
13,0.11189005437282883,4.534926913835562e-07,2.2249379896622453e-07,4.534926913835562e-07,2.2249379896622453e-07,1.0,1.0,,,,,,
14,0.13253758985753059,5.24350234063e-07,2.0546744614043669e-07,5.24350234063e-07,2.0546744614043669e-07,1.0,1.0,,,,,,
15,0.15383289468009653,5.97100084048443e-07,1.832195553805889e-07,5.97100084048443e-07,1.832195553805889e-07,1.0,1.0,,,,,,
16,0.1755556839380991,6.907002585952359e-07,1.6034956068442808e-07,6.907002585952359e-07,1.6034956068442808e-07,1.0,1.0,,,,,,
17,0.2002547166622467,7.549330225012073e-07,1.4704452897799892e-07,7.549330225012073e-07,1.4704452897799892e-07,1.0,1.0,,,,,,
18,0.2288514909660624,8.220682089092871e-07,1.5075394537664433e-07,8.220682089092871e-07,1.5075394537664433e-07,1.0,1.0,,,,,,
19,0.2522696301259152,9.074973600654081e-07,1.546311011867048e-07,9.074973600654081e-07,1.546311011867048e-07,1.0,1.0,,,,,,
20,0.26143648249182116,9.314194838997931e-07,1.4967356807499613e-07,9.314194838997931e-07,1.4967356807499613e-07,1.0,1.0,0.5,-0.9687336571748633,-0.7072971746830421,0.0015837982252623261,0.2698744701967447,0.5671081367086428
21,0.2635696994768902,8.014443644186925e-07,1.372987000320068e-07,8.014443644186925e-07,1.372987000320068e-07,1.0,1.0,,,,,,
22,0.2699993528312729,6.061296379766022e-07,1.4915287382816751e-07,6.061296379766022e-07,1.4915287382816751e-07,1.0,1.0,,,,,,
23,0.2842954451803875,5.318835660975289e-07,1.9311582109966754e-07,5.318835660975289e-07,1.9311582109966754e-07,1.0,1.0,,,,,,
24,0.3062157905506208,6.114691268438691e-07,2.7743807799498307e-07,6.114691268438691e-07,2.7743807799498307e-07,1.0,1.0,,,,,,
25,0.3351833900860258,7.868754904374373e-07,3.7351099473454556e-07,7.868754904374373e-07,3.7351099473454556e-07,1.0,1.0,,,,,,
26,0.371222716353888,9.895174722244702e-07,4.2821017170570114e-07,9.895174722244702e-07,4.2821017170570114e-07,1.0,1.0,,,,,,
27,0.4158936477480327,1.1875371995656744e-06,4.385501506188302e-07,1.1875371995656744e-06,4.385501506188302e-07,1.0,1.0,,,,,,
28,0.47118211597969106,1.452118010961174e-06,4.6385198271107765e-07,1.452118010961174e-06,4.6385198271107765e-07,1.0,1.0,,,,,,
29,0.5379733678269771,1.8405174027695203e-06,5.106738365469608e-07,1.8405174027695203e-06,5.106738365469608e-07,1.0,1.0,,,,,,
30,0.617751078298654,2.220502217896067e-06,5.668548758685902e-07,2.220502217896067e-06,5.668548758685902e-07,1.0,1.0,0.75,-1.3236554255484174,-0.7059043472497634,0.00038854584852929497,0.46670082438011173,0.39989569139815484
31,0.7132661607710276,2.4423924342918795e-06,6.286807139060802e-07,2.4423924342918795e-06,6.286807139060802e-07,1.0,1.0,,,,,,
32,0.8096872548399762,2.4063082179137078e-06,6.695877322857667e-07,2.4063082179137078e-06,6.695877322857667e-07,1.0,1.0,,,,,,
33,0.8814227420918642,2.2698910867770927e-06,7.398457402334766e-07,2.2698910867770927e-06,7.398457402334766e-07,1.0,1.0,,,,,,
34,0.9350359426913563,2.3811463532791718e-06,1.0925187410881973e-06,2.3811463532791718e-06,1.0925187410881973e-06,1.0,1.0,,,,,,
35,0.9875313851011662,2.829512154178848e-06,1.619854252230614e-06,2.829512154178848e-06,1.619854252230614e-06,1.0,1.0,,,,,,
36,1.0469153843321106,3.0129950737635456e-06,1.8104813554087475e-06,3.0129950737635456e-06,1.8104813554087475e-06,1.0,1.0,,,,,,
37,1.1193262012799534,2.8721825498144035e-06,1.7955326835147827e-06,2.8721825498144035e-06,1.7955326835147827e-06,1.0,1.0,,,,,,
38,1.2040386432120034,2.711256062038146e-06,1.839791750167459e-06,2.711256062038146e-06,1.839791750167459e-06,1.0,1.0,,,,,,
39,1.308919139204403,2.6935154106221634e-06,1.8869352945246948e-06,2.6935154106221634e-06,1.8869352945246948e-06,1.0,1.0,,,,,,
40,1.4374587175272924,2.9372826289634596e-06,1.8894504649120363e-06,2.9372826289634596e-06,1.8894504649120363e-06,1.0,1.0,1.0,-2.1483545013569403,-0.7108957838296479,0.006679688250555872,0.6690975426166245,0.21367348026349364
41,1.5319537976860993,3.2275168334497973e-06,1.896341114230001e-06,3.2275168334497973e-06,1.896341114230001e-06,1.0,1.0,,,,,,
42,1.5434038861747257,3.465824849284255e-06,1.8496553832152517e-06,3.465824849284255e-06,1.8496553832152517e-06,1.0,1.0,,,,,,
43,1.507903532522,3.6668281178176735e-06,1.8022641168315307e-06,3.6668281178176735e-06,1.8022641168315307e-06,1.0,1.0,,,,,,
44,1.4589697920231193,3.78625671360015e-06,1.7808520694867511e-06,3.78625671360015e-06,1.7808520694867511e-06,1.0,1.0,,,,,,
45,1.3884788475298826,3.939591225262715e-06,1.741438777578523e-06,3.939591225262715e-06,1.741438777578523e-06,1.0,1.0,,,,,,
46,1.312992750212961,4.108044921417909e-06,1.7517720960016018e-06,4.108044921417909e-06,1.7517720960016018e-06,1.0,1.0,,,,,,
47,1.252472868342516,4.245063102717596e-06,1.7668299614831316e-06,4.245063102717596e-06,1.7668299614831316e-06,1.0,1.0,,,,,,
48,1.2087286029697806,4.331469883524476e-06,1.7684039171790731e-06,4.331469883524476e-06,1.7684039171790731e-06,1.0,1.0,,,,,,
49,1.1847153559807293,4.362300739552774e-06,1.7672367015833806e-06,4.362300739552774e-06,1.7672367015833806e-06,1.0,1.0,,,,,,
50,1.1841734086097708,4.361958186888105e-06,1.7650289389961529e-06,4.361958186888105e-06,1.7650289389961529e-06,1.0,1.0,1.25,-1.8906531560140536,-0.7064797474042828,0.00042626225885669075,0.6263303265556597,0.22276896940870392
51,1.198501783066227,4.375993656448758e-06,1.7641149408325438e-06,4.375993656448758e-06,1.7641149408325438e-06,1.0,1.0,,,,,,
52,1.2081407692814232,4.383441488249807e-06,1.7630633037217319e-06,4.383441488249807e-06,1.7630633037217319e-06,1.0,1.0,,,,,,
53,1.1903650697950388,4.355869786599665e-06,1.7646855284075677e-06,4.355869786599665e-06,1.7646855284075677e-06,1.0,1.0,,,,,,
54,1.1502818248330122,4.334764796507908e-06,1.7726739984250988e-06,4.334764796507908e-06,1.7726739984250988e-06,1.0,1.0,,,,,,
55,1.1100943192510788,4.340512442682407e-06,1.7872334186058203e-06,4.340512442682407e-06,1.7872334186058203e-06,1.0,1.0,,,,,,
56,1.0712123685906627,4.410783307472621e-06,1.7952453762582797e-06,4.410783307472621e-06,1.7952453762582797e-06,1.0,1.0,,,,,,
57,1.0282439066011417,4.519269938008005e-06,1.7993297257449816e-06,4.519269938008005e-06,1.7993297257449816e-06,1.0,1.0,,,,,,
58,0.9842534706089138,4.655081063684972e-06,1.792894287739243e-06,4.655081063684972e-06,1.792894287739243e-06,1.0,1.0,,,,,,
59,0.9456316058290317,4.845521717759489e-06,1.830119262306393e-06,4.845521717759489e-06,1.830119262306393e-06,1.0,1.0,,,,,,
60,0.9091116087467502,4.962422401759589e-06,1.8768599764667226e-06,4.962422401759589e-06,1.8768599764667226e-06,1.0,1.0,1.5,-1.612034023690951,-0.7029224149442007,0.004611177002109754,0.5639531147520243,0.2710671596436674
61,0.8735835606830022,5.00982646852922e-06,1.8444581147499424e-06,5.00982646852922e-06,1.8444581147499424e-06,1.0,1.0,,,,,,
62,0.8429672662357086,4.971827916876286e-06,1.8071041669940788e-06,4.971827916876286e-06,1.8071041669940788e-06,1.0,1.0,,,,,,
63,0.8188121985347636,4.9026671321996875e-06,1.8125223903529043e-06,4.9026671321996875e-06,1.8125223903529043e-06,1.0,1.0,,,,,,
64,0.7975794959671009,4.8686121384191696e-06,1.8217279549841661e-06,4.8686121384191696e-06,1.8217279549841661e-06,1.0,1.0,,,,,,
65,0.7782659118115922,4.6582575781503255e-06,1.7548133843693644e-06,4.6582575781503255e-06,1.7548133843693644e-06,1.0,1.0,,,,,,
66,0.7631615222090588,4.497156012323053e-06,1.6885924375243155e-06,4.497156012323053e-06,1.6885924375243155e-06,1.0,1.0,,,,,,
