step,kinetic_energy,p_norm,L_norm,dp_abs,dL_abs,dp_rel,dL_rel,t,PE,E,dE_rel,Q_virial,r_hm
0,0.49087385212340523,3.0975305037917107e-16,0.006924154078379165,0.0,0.0,0.0,0.0,,,,,,
1,0.48870500273943074,2.556142475499781e-07,0.006924226890912404,2.556142472610371e-07,7.891278238344877e-08,0.9999999988696208,1.139661995868689e-05,,,,,,
2,0.5359233106175568,4.755011941616932e-07,0.006924223165955888,4.7550119396069755e-07,7.761770714852337e-08,0.9999999995772972,1.1209590633956445e-05,,,,,,
3,0.6690494111437478,7.74521114336483e-07,0.006924240671908879,7.7452111416055e-07,9.13202688122957e-08,0.9999999997728494,1.3188488549044103e-05,,,,,,
4,0.8885005313427383,1.0056203614027455e-06,0.006924259164573274,1.005620361289455e-06,1.1148370128348304e-07,0.9999999998873428,1.610045185106146e-05,,,,,,
5,1.2006318115171828,1.1377387647754088e-06,0.00692425947018786,1.1377387647058907e-06,1.1314271947600535e-07,0.999999999938898,1.6340046175787765e-05,,,,,,
6,1.6450839367625216,1.2288480477323056e-06,0.006924259010269739,1.2288480476677623e-06,1.1045848543019471e-07,0.9999999999474766,1.5952390756378093e-05,,,,,,
7,2.1243200787958028,1.3492339854658409e-06,0.006924251882878923,1.349233985424706e-06,1.0372951912455717e-07,0.9999999999695124,1.4980610306947578e-05,,,,,,
8,2.3937530984649604,1.5240896405033204e-06,0.006924252988710531,1.5240896404888522e-06,1.0385072609694756e-07,0.999999999990507,1.4998112614641361e-05,,,,,,
9,2.314938868049485,1.8607426066514653e-06,0.006924263017240095,1.8607426066521616e-06,1.117864519092285e-07,1.0000000000003741,1.6144166047838094e-05,,,,,,
10,1.989586210209044,2.205832675511898e-06,0.00692427086386518,2.2058326755197955e-06,1.194108619130489e-07,1.0000000000035802,1.7245261524387112e-05,0.25,-4.074408990604526,-2.0848227803954824,0.0,0.48831283624127436,0.09568315818861249
11,1.592432030678739,2.3098218074915763e-06,0.006924270711340632,2.3098218074831373e-06,1.2149882282694893e-07,0.9999999999963465,1.7546804261704714e-05,,,,,,
12,1.271347784551982,2.218511819756182e-06,0.006924270765581698,2.2185118197271763e-06,1.2276821629421604e-07,0.9999999999869256,1.7730129345093926e-05,,,,,,
13,1.076458636753499,2.0189342428985073e-06,0.0069242760861280405,2.0189342428668185e-06,1.2693346710801506e-07,0.9999999999843042,1.833165886644975e-05,,,,,,
14,0.9865547080623277,1.8731920031478634e-06,0.006924281327111906,1.8731920031163328e-06,1.3310383502726256e-07,0.9999999999831675,1.922276532960854e-05,,,,,,
15,0.9545943410301347,1.7164407362046935e-06,0.006924291173788979,1.7164407361657664e-06,1.4336041754313027e-07,0.999999999977321,2.0703984558853165e-05,,,,,,
16,0.9430872329596198,1.6210118222638708e-06,0.0069242964429363065,1.6210118222030513e-06,1.456232573696948e-07,0.9999999999624806,2.1030765879217905e-05,,,,,,
17,0.9487378042831192,1.6951272636881221e-06,0.006924286949982557,1.6951272636077434e-06,1.366719607717377e-07,0.9999999999525825,1.9738055594602706e-05,,,,,,
18,0.9494480225570207,1.6514215715492862e-06,0.0069242421323537015,1.6514215714782841e-06,9.523593415267973e-08,0.9999999999570055,1.3753986693747659e-05,,,,,,
19,0.9691136951103739,1.4619262408938542e-06,0.006924209880083483,1.4619262408474357e-06,6.96508665204227e-08,0.9999999999682484,1.0059034565194743e-05,,,,,,
20,1.0291735080596582,1.2178336675897252e-06,0.006924201888604485,1.217833667548866e-06,1.1859248952478986e-07,0.9999999999664493,1.7127243172958837e-05,0.5,-3.097130733063736,-2.0679572250040774,0.008089682993681444,0.3322990202100968,0.10797736164836359
21,1.1045191639925191,9.96822941425203e-07,0.006924204261613296,9.968229413552528e-07,1.7311554041134074e-07,0.9999999999298269,2.5001506869325937e-05,,,,,,
