step,kinetic_energy,p_norm,L_norm,dp_abs,dL_abs,dp_rel,dL_rel,t,PE,E,dE_rel,Q_virial,r_hm
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
1,0.0005322302470870149,3.7916469117008814e-08,4.0526484141123124e-08,3.7916469117008814e-08,4.0526484141123124e-08,1.0,1.0,,,,,,
2,0.0021414072350248565,7.103817403380495e-08,8.439020085932917e-08,7.103817403380495e-08,8.439020085932917e-08,1.0,1.0,,,,,,
3,0.0048649517500050305,1.0166446573987036e-07,1.2825634118514073e-07,1.0166446573987036e-07,1.2825634118514073e-07,1.0,1.0,,,,,,
4,0.008763284077639348,1.2951144453320226e-07,1.7206598509443716e-07,1.2951144453320226e-07,1.7206598509443716e-07,1.0,1.0,,,,,,
5,0.013909294590831582,1.620219042527267e-07,2.1643995389950795e-07,1.620219042527267e-07,2.1643995389950795e-07,1.0,1.0,,,,,,
6,0.020365359974481006,2.04435542753185e-07,2.6097798503053707e-07,2.04435542753185e-07,2.6097798503053707e-07,1.0,1.0,,,,,,
7,0.028195000665252944,2.5156510702817894e-07,3.047998974526886e-07,2.5156510702817894e-07,3.047998974526886e-07,1.0,1.0,,,,,,
8,0.03755206363434609,2.942876389304073e-07,3.414390275768524e-07,2.942876389304073e-07,3.414390275768524e-07,1.0,1.0,,,,,,
9,0.04866198439429522,3.3144215557709884e-07,3.615436824728449e-07,3.3144215557709884e-07,3.615436824728449e-07,1.0,1.0,,,,,,
10,0.061620027736880655,4.250414299757692e-07,3.577884576726685e-07,4.250414299757692e-07,3.577884576726685e-07,1.0,1.0,0.25,-0.7677985854357219,-0.7061785576988412,0.0,0.08025545879576164,0.6838453455757293
11,0.07636320652558405,5.141930714840692e-07,3.549049347723958e-07,5.141930714840692e-07,3.549049347723958e-07,1.0,1.0,,,,,,
12,0.09304196741039261,5.353385364550019e-07,3.449901197561557e-07,5.353385364550019e-07,3.449901197561557e-07,1.0,1.0,,,,,,
13,0.11189082104451221,6.44632018349323e-07,3.0090727613628874e-07,6.44632018349323e-07,3.0090727613628874e-07,1.0,1.0,,,,,,
14,0.13253862049162557,7.864116142473519e-07,2.642125541308209e-07,7.864116142473519e-07,2.642125541308209e-07,1.0,1.0,,,,,,
15,0.1538342433277367,9.198970417950997e-07,2.5572305108213845e-07,9.198970417950997e-07,2.5572305108213845e-07,1.0,1.0,,,,,,
16,0.17555744214461355,1.1571870591740643e-06,2.4914666503980383e-07,1.1571870591740643e-06,2.4914666503980383e-07,1.0,1.0,,,,,,
17,0.20025704329691404,1.3652676279807342e-06,2.506900968632086e-07,1.3652676279807342e-06,2.506900968632086e-07,1.0,1.0,,,,,,
18,0.22885416856123267,1.4627446975071707e-06,2.714187753047511e-07,1.4627446975071707e-06,2.714187753047511e-07,1.0,1.0,,,,,,
19,0.2522716290369832,1.5538893593353949e-06,2.920623036387399e-07,1.5538893593353949e-06,2.920623036387399e-07,1.0,1.0,,,,,,
20,0.2614371450494741,1.586378096701291e-06,2.847292318858139e-07,1.586378096701291e-06,2.847292318858139e-07,1.0,1.0,0.5,-0.9687332852869747,-0.7072961402375006,0.0015825778430617026,0.26987525774137794,0.5671082038300175
21,0.26356974724325705,1.462832420054014e-06,2.514321000149194e-07,1.462832420054014e-06,2.514321000149194e-07,1.0,1.0,,,,,,
22,0.26999965669662473,1.2594001702320681e-06,2.095039051859981e-07,1.2594001702320681e-06,2.095039051859981e-07,1.0,1.0,,,,,,
23,0.2842961046866393,1.1455015720593015e-06,1.555893979290148e-07,1.1455015720593015e-06,1.555893979290148e-07,1.0,1.0,,,,,,
24,0.30621665969798356,1.1450520837887602e-06,1.4024551980796075e-07,1.1450520837887602e-06,1.4024551980796075e-07,1.0,1.0,,,,,,
25,0.3351844235239911,1.1859263259235802e-06,2.609514727950937e-07,1.1859263259235802e-06,2.609514727950937e-07,1.0,1.0,,,,,,
26,0.3712239674957367,1.2832716280758533e-06,3.6187301450972815e-07,1.2832716280758533e-06,3.6187301450972815e-07,1.0,1.0,,,,,,
27,0.4158952519862065,1.4111935591293192e-06,3.632061557580633e-07,1.4111935591293192e-06,3.632061557580633e-07,1.0,1.0,,,,,,
28,0.47118417072164986,1.6275795778111435e-06,3.2291887664312727e-07,1.6275795778111435e-06,3.2291887664312727e-07,1.0,1.0,,,,,,
29,0.5379760660492541,1.9932880291175293e-06,2.9458945238416736e-07,1.9932880291175293e-06,2.9458945238416736e-07,1.0,1.0,,,,,,
30,0.6177547759058809,2.342101389199377e-06,2.8250435118141604e-07,2.342101389199377e-06,2.8250435118141604e-07,1.0,1.0,0.75,-1.3236578396040921,-0.7059030636982112,0.0003901194643005165,0.4667027666988715,0.3998956513193819
31,0.7132705952912524,2.4730832521618052e-06,3.313333977557854e-07,2.4730832521618052e-06,3.313333977557854e-07,1.0,1.0,,,,,,
32,0.8096903674690785,2.2855065253136604e-06,3.704545121657514e-07,2.2855065253136604e-06,3.704545121657514e-07,1.0,1.0,,,,,,
33,0.881424046275716,2.0485626395438797e-06,4.609736055589569e-07,2.0485626395438797e-06,4.609736055589569e-07,1.0,1.0,,,,,,
34,0.9350366709475841,2.217802631136404e-06,8.602127043300292e-07,2.217802631136404e-06,8.602127043300292e-07,1.0,1.0,,,,,,
35,0.9875313218501032,2.7153846571719435e-06,1.3772968970179526e-06,2.7153846571719435e-06,1.3772968970179526e-06,1.0,1.0,,,,,,
36,1.0469138535088411,2.7963662389085967e-06,1.550023486686804e-06,2.7963662389085967e-06,1.550023486686804e-06,1.0,1.0,,,,,,
37,1.1193235762780993,2.5114669505133847e-06,1.5397269208715925e-06,2.5114669505133847e-06,1.5397269208715925e-06,1.0,1.0,,,,,,
38,1.2040352992241696,2.250745121464211e-06,1.573991454964558e-06,2.250745121464211e-06,1.573991454964558e-06,1.0,1.0,,,,,,
39,1.3089152749869977,2.1235382323090085e-06,1.6036642415895785e-06,2.1235382323090085e-06,1.6036642415895785e-06,1.0,1.0,,,,,,
40,1.4374563708162311,2.2790417030808792e-06,1.6087636723386098e-06,2.2790417030808792e-06,1.6087636723386098e-06,1.0,1.0,1.0,-2.148349132382246,-0.710892761566015,0.0066756542177314835,0.6690981224370522,0.21367379774859857
41,1.5319559754429564,2.590461935372646e-06,1.5976359885146024e-06,2.590461935372646e-06,1.5976359885146024e-06,1.0,1.0,,,,,,
42,1.5434116264484392,2.7610359366336614e-06,1.5368883074247956e-06,2.7610359366336614e-06,1.5368883074247956e-06,1.0,1.0,,,,,,
43,1.5079142585924825,2.899214176496894e-06,1.5016796756691156e-06,2.899214176496894e-06,1.5016796756691156e-06,1.0,1.0,,,,,,
44,1.4589816687151234,3.0189891969598145e-06,1.5023412126847537e-06,3.0189891969598145e-06,1.5023412126847537e-06,1.0,1.0,,,,,,
45,1.3884899184054673,3.1044831104004526e-06,1.4842531656065323e-06,3.1044831104004526e-06,1.4842531656065323e-06,1.0,1.0,,,,,,
46,1.3130004540584381,3.308536130866857e-06,1.5008401577845105e-06,3.308536130866857e-06,1.5008401577845105e-06,1.0,1.0,,,,,,
47,1.252479589747645,3.5341211537466114e-06,1.5164133076099996e-06,3.5341211537466114e-06,1.5164133076099996e-06,1.0,1.0,,,,,,
48,1.208734969814143,3.6869053615589897e-06,1.5294153075114612e-06,3.6869053615589897e-06,1.5294153075114612e-06,1.0,1.0,,,,,,
49,1.1847194488680948,3.804808532680948e-06,1.5521214022454503e-06,3.804808532680948e-06,1.5521214022454503e-06,1.0,1.0,,,,,,
50,1.1841747587445999,3.898647009349777e-06,1.5739200627597443e-06,3.898647009349777e-06,1.5739200627597443e-06,1.0,1.0,1.25,-1.8906528627638999,-0.7064781040193,0.0004241792917571923,0.6263311378131485,0.22276582286914795
51,1.1985000475791252,3.902849086552471e-06,1.5870443206829786e-06,3.902849086552471e-06,1.5870443206829786e-06,1.0,1.0,,,,,,
52,1.2081396638006088,3.84498994000902e-06,1.584336122539026e-06,3.84498994000902e-06,1.584336122539026e-06,1.0,1.0,,,,,,
53,1.1903654719696164,3.804337133165895e-06,1.58080665485518e-06,3.804337133165895e-06,1.58080665485518e-06,1.0,1.0,,,,,,
54,1.1502812546775683,3.7656174527179326e-06,1.5780674544783175e-06,3.7656174527179326e-06,1.5780674544783175e-06,1.0,1.0,,,,,,
55,1.110092464397733,3.773663101426493e-06,1.5776320545610515e-06,3.773663101426493e-06,1.5776320545610515e-06,1.0,1.0,,,,,,
56,1.071209737348841,3.848549259283874e-06,1.5759105300169592e-06,3.848549259283874e-06,1.5759105300169592e-06,1.0,1.0,,,,,,
